Время[с],Напряжение[В]
0.3709,1.5623
0.3717,1.5623
0.3726,1.5660
0.3734,1.5623
0.3743,1.5660
0.3751,1.5623
0.3763,1.5660
0.3776,1.5586
0.3789,1.5623
0.3799,1.5660
0.3806,1.5623
0.3815,1.5660
0.3826,1.5586
0.3836,1.5660
0.3845,1.5623
0.3855,1.5660
0.3865,1.5660
0.3874,1.5623
0.3885,1.5586
0.3893,1.5623
0.3901,1.5660
0.3909,1.5660
0.3917,1.5660
0.3924,1.5660
0.3931,1.5623
0.3939,1.5623
0.3946,1.5660
0.3954,1.5660
0.3961,1.5623
0.3969,1.5697
0.3977,1.5660
0.3985,1.5623
0.3994,1.5660
0.4002,1.5660
0.4009,1.5586
0.4017,1.5623
0.4024,1.5586
0.4031,1.5623
0.4038,1.5623
0.4045,1.5586
0.4052,1.5623
0.4059,1.5586
0.4067,1.5586
0.4074,1.5660
0.4081,1.5623
0.4089,1.5660
0.4096,1.5586
0.4104,1.5660
0.4111,1.5623
0.4118,1.5586
0.4126,1.5586
0.4134,1.5623
0.4141,1.5660
0.4149,1.5623
0.4156,1.5623
0.4164,1.5660
0.4171,1.5660
0.4178,1.5586
0.4185,1.5623
0.4193,1.5586
0.4200,1.5623
0.4208,1.5660
0.4215,1.5586
0.4223,1.5660
0.4231,1.5586
0.4239,1.5660
0.4247,1.5623
0.4255,1.5623
0.4262,1.5623
0.4269,1.5623
0.4277,1.5623
0.4284,1.5586
0.4292,1.5623
0.4299,1.5623
0.4307,1.5660
0.4314,1.5623
0.4322,1.5660
0.4330,1.5623
0.4338,1.5660
0.4346,1.5586
0.4354,1.5660
0.4361,1.5660
0.4369,1.5623
0.4376,1.5623
0.4385,1.5660
0.4392,1.5586
0.4400,1.5660
0.4408,1.5660
0.4417,1.5623
0.4424,1.5660
0.4431,1.5660
0.4439,1.5660
0.4446,1.5660
0.4453,1.5660
0.4460,1.5623
0.4467,1.5586
0.4474,1.5660
0.4482,1.5660
0.4489,1.5660
0.4496,1.5660
0.4503,1.5660
0.4510,1.5660
0.4517,1.5660
0.4523,1.5623
0.4531,1.5660
0.4538,1.5586
0.4545,1.5660
0.4552,1.5623
0.4560,1.5660
0.4570,1.5660
0.4577,1.5660
0.4584,1.5660
0.4592,1.5623
0.4599,1.5549
0.4606,1.5660
0.4613,1.5660
0.4619,1.5623
0.4624,1.5660
0.4630,1.5549
0.4636,1.5660
0.4642,1.5623
0.4648,1.5660
0.4654,1.5623
0.4659,1.5660
0.4665,1.5623
0.4671,1.5660
0.4677,1.5660
0.4683,1.5660
0.4689,1.5660
0.4694,1.5623
0.4700,1.5586
0.4706,1.5660
0.4712,1.5660
0.4719,1.5660
0.4727,1.5660
0.4734,1.5660
0.4741,1.5586
0.4748,1.5623
0.4754,1.5660
0.4761,1.5697
0.4768,1.5660
0.4776,1.5586
0.4783,1.5660
0.4791,1.5660
0.4798,1.5660
0.4806,1.5623
0.4813,1.5660
0.4820,1.5623
0.4827,1.5660
0.4834,1.5586
0.4841,1.5623
0.4848,1.5660
0.4855,1.5623
0.4863,1.5660
0.4870,1.5660
0.4878,1.5586
0.4885,1.5623
0.4892,1.5623
0.4900,1.5660
0.4907,1.5586
0.4915,1.5660
0.4922,1.5623
0.4930,1.5660
0.4937,1.5623
0.4945,1.5623
0.4952,1.5623
0.4960,1.5660
0.4967,1.5697
0.4975,1.5697
0.4982,1.5623
0.4990,1.5586
0.4997,1.5586
0.5004,1.5586
0.5011,1.5660
0.5018,1.5549
0.5026,1.5660
0.5032,1.5660
0.5040,1.5623
0.5047,1.5660
0.5054,1.5660
0.5061,1.5660
0.5069,1.5660
0.5077,1.5623
0.5085,1.5623
0.5093,1.5623
0.5100,1.5660
0.5107,1.5623
0.5114,1.5660
0.5120,1.5586
0.5127,1.5660
0.5135,1.5660
0.5142,1.5623
0.5149,1.5586
0.5157,1.5586
0.5164,1.5586
0.5171,1.5586
0.5178,1.5660
0.5185,1.5660
0.5192,1.5586
0.5199,1.5660
0.5206,1.5623
0.5213,1.5586
0.5221,1.5660
0.5228,1.5549
0.5235,1.5586
0.5242,1.5660
0.5249,1.5660
0.5257,1.5623
0.5264,1.5586
0.5271,1.5660
0.5278,1.5623
0.5286,1.5623
0.5293,1.5623
0.5301,1.5586
0.5308,1.5586
0.5316,1.5623
0.5323,1.5660
0.5330,1.5623
0.5337,1.5623
0.5344,1.5623
0.5351,1.5660
0.5358,1.5660
0.5365,1.5660
0.5373,1.5623
0.5380,1.5586
0.5388,1.5623
0.5395,1.5660
0.5402,1.5660
0.5409,1.5586
0.5416,1.5623
0.5423,1.5586
0.5431,1.5586
0.5438,1.5660
0.5446,1.5586
0.5453,1.5586
0.5461,1.5623
0.5468,1.5660
0.5475,1.5623
0.5482,1.5697
0.5489,1.5586
0.5496,1.5697
0.5503,1.5623
0.5511,1.5623
0.5518,1.5623
0.5526,1.5660
0.5533,1.5660
0.5540,1.5660
0.5548,1.5660
0.5554,1.5660
0.5562,1.5660
0.5569,1.5660
0.5576,1.5586
0.5584,1.5586
0.5592,1.5660
0.5601,1.5660
0.5612,1.5623
0.5621,1.5660
0.5631,1.5623
0.5642,1.5660
0.5651,1.5586
0.5659,1.5623
0.5666,1.5660
0.5674,1.5623
0.5681,1.5586
0.5689,1.5660
0.5696,1.5623
0.5704,1.5660
0.5711,1.5623
0.5719,1.5660
0.5727,1.5660
0.5734,1.5660
0.5742,1.5623
0.5750,1.5623
0.5757,1.5697
0.5765,1.5623
0.5773,1.5586
0.5780,1.5660
0.5787,1.5660
0.5795,1.5586
0.5804,1.5623
0.5812,1.5586
0.5819,1.5660
0.5827,1.5660
0.5834,1.5623
0.5842,1.5660
0.5849,1.5660
0.5857,1.5660
0.5864,1.5586
0.5872,1.5586
0.5879,1.5660
0.5887,1.5623
0.5894,1.5660
0.5903,1.5586
0.5912,1.5623
0.5920,1.5660
0.5928,1.5623
0.5936,1.5623
0.5944,1.5623
0.5952,1.5660
0.5960,1.5623
0.5968,1.5623
0.5977,1.5586
0.5987,1.5586
0.5998,1.5660
0.6007,1.5660
0.6016,1.5586
0.6025,1.5660
0.6034,1.5660
0.6042,1.5660
0.6051,1.5660
0.6060,1.5660
0.6069,1.5586
0.6078,1.5660
0.6086,1.5660
0.6093,1.5623
0.6101,1.5660
0.6108,1.5623
0.6116,1.5660
0.6124,1.5660
0.6133,1.5660
0.6140,1.5623
0.6148,1.5623
0.6155,1.5660
0.6163,1.5660
0.6170,1.5660
0.6177,1.5623
0.6185,1.5660
0.6192,1.5660
0.6199,1.5660
0.6207,1.5623
0.6214,1.5623
0.6222,1.5660
0.6229,1.5660
0.6237,1.5660
0.6245,1.5660
0.6252,1.5660
0.6260,1.5660
0.6267,1.5660
0.6276,1.5623
0.6285,1.5660
0.6295,1.5586
0.6305,1.5660
0.6316,1.5660
0.6324,1.5660
0.6333,1.5660
0.6341,1.5660
0.6350,1.5660
0.6359,1.5623
0.6367,1.5623
0.6376,1.5660
0.6384,1.5660
0.6395,1.5660
0.6409,1.5660
0.6418,1.5623
0.6430,1.5623
0.6439,1.5660
0.6447,1.5623
0.6454,1.5623
0.6465,1.5623
0.6476,1.5660
0.6487,1.5623
0.6496,1.5623
0.6504,1.5660
0.6512,1.5660
0.6521,1.5623
0.6528,1.5623
0.6537,1.5623
0.6545,1.5660
0.6553,1.5586
0.6562,1.5586
0.6570,1.5660
0.6578,1.5660
0.6587,1.5660
0.6595,1.5660
0.6602,1.5660
0.6610,1.5660
0.6618,1.5623
0.6625,1.5623
0.6634,1.5623
0.6642,1.5660
0.6649,1.5660
0.6657,1.5623
0.6665,1.5660
0.6673,1.5623
0.6682,1.5623
0.6691,1.5660
0.6698,1.5586
0.6706,1.5660
0.6715,1.5623
0.6723,1.5623
0.6731,1.5697
0.6739,1.5586
0.6746,1.5660
0.6754,1.5586
0.6762,1.5623
0.6769,1.5660
0.6777,1.5660
0.6786,1.5660
0.6794,1.5623
0.6802,1.5660
0.6810,1.5623
0.6817,1.5660
0.6824,1.5660
0.6832,1.5623
0.6840,1.5660
0.6849,1.5660
0.6856,1.5660
0.6863,1.5623
0.6870,1.5549
0.6877,1.5623
0.6885,1.5660
0.6893,1.5660
0.6901,1.5623
0.6908,1.5623
0.6916,1.5660
0.6924,1.5623
0.6931,1.5586
0.6939,1.5660
0.6947,1.5660
0.6954,1.5623
0.6963,1.5623
0.6971,1.5660
0.6980,1.5660
0.6987,1.5623
0.6995,1.5660
0.7002,1.5660
0.7011,1.5623
0.7019,1.5623
0.7027,1.5623
0.7035,1.5660
0.7043,1.5623
0.7050,1.5623
0.7058,1.5623
0.7065,1.5660
0.7073,1.5586
0.7081,1.5586
0.7089,1.5660
0.7096,1.5623
0.7103,1.5586
0.7111,1.5660
0.7118,1.5660
0.7126,1.5660
0.7134,1.5586
0.7141,1.5623
0.7148,1.5623
0.7156,1.5660
0.7163,1.5586
0.7170,1.5623
0.7177,1.5660
0.7184,1.5660
0.7191,1.5623
0.7198,1.5623
0.7205,1.5660
0.7212,1.5586
0.7219,1.5623
0.7228,1.5623
0.7236,1.5697
0.7243,1.5660
0.7250,1.5660
0.7257,1.5623
0.7263,1.5660
0.7270,1.5660
0.7276,1.5586
0.7283,1.5660
0.7289,1.5660
0.7296,1.5660
0.7303,1.5660
0.7309,1.5660
0.7316,1.5660
0.7322,1.5660
0.7329,1.5660
0.7335,1.5623
0.7342,1.5660
0.7349,1.5660
0.7356,1.5586
0.7362,1.5623
0.7369,1.5660
0.7376,1.5623
0.7382,1.5623
0.7388,1.5586
0.7394,1.5586
0.7400,1.5623
0.7406,1.5586
0.7412,1.5660
0.7419,1.5623
0.7426,1.5660
0.7434,1.5586
0.7442,1.5660
0.7449,1.5660
0.7456,1.5586
0.7464,1.5660
0.7472,1.5623
0.7479,1.5660
0.7486,1.5660
0.7493,1.5623
0.7500,1.5660
0.7507,1.5660
0.7515,1.5586
0.7523,1.5660
0.7531,1.5623
0.7539,1.5586
0.7547,1.5660
0.7555,1.5660
0.7562,1.5660
0.7570,1.5586
0.7577,1.5623
0.7585,1.5660
0.7592,1.5660
0.7599,1.5623
0.7607,1.5623
0.7615,1.5586
0.7622,1.5660
0.7630,1.5623
0.7637,1.5660
0.7644,1.5623
0.7652,1.5623
0.7660,1.5623
0.7667,1.5623
0.7673,1.5660
0.7679,1.5660
0.7687,1.5623
0.7694,1.5623
0.7701,1.5697
0.7708,1.5586
0.7716,1.5660
0.7723,1.5660
0.7730,1.5660
0.7736,1.5660
0.7744,1.5660
0.7751,1.5660
0.7759,1.5586
0.7766,1.5623
0.7772,1.5660
0.7779,1.5586
0.7787,1.5660
0.7794,1.5660
0.7802,1.5586
0.7809,1.5623
0.7816,1.5660
0.7824,1.5623
0.7831,1.5660
0.7839,1.5623
0.7847,1.5660
0.7854,1.5660
0.7861,1.5660
0.7869,1.5660
0.7877,1.5660
0.7884,1.5660
0.7890,1.5623
0.7896,1.5660
0.7903,1.5660
0.7909,1.5623
0.7915,1.5623
0.7922,1.5660
0.7928,1.5586
0.7934,1.5660
0.7941,1.5586
0.7947,1.5586
0.7953,1.5623
0.7960,1.5660
0.7967,1.5660
0.7974,1.5660
0.7982,1.5623
0.7989,1.5660
0.7996,1.5660
0.8004,1.5623
0.8011,1.5586
0.8019,1.5623
0.8026,1.5623
0.8034,1.5660
0.8042,1.5586
0.8050,1.5697
0.8057,1.5660
0.8064,1.5623
0.8072,1.5660
0.8080,1.5623
0.8088,1.5623
0.8095,1.5586
0.8102,1.5660
0.8110,1.5660
0.8117,1.5623
0.8125,1.5623
0.8133,1.5623
0.8140,1.5623
0.8148,1.5623
0.8156,1.5623
0.8163,1.5660
0.8171,1.5660
0.8179,1.5623
0.8187,1.5660
0.8194,1.5623
0.8202,1.5660
0.8210,1.5660
0.8217,1.5623
0.8225,1.5586
0.8233,1.5623
0.8240,1.5660
0.8248,1.5623
0.8255,1.5660
0.8262,1.5660
0.8269,1.5660
0.8277,1.5549
0.8284,1.5660
0.8295,1.5623
0.8306,1.5623
0.8314,1.5586
0.8325,1.5660
0.8336,1.5623
0.8348,1.5660
0.8356,1.5623
0.8363,1.5623
0.8371,1.5660
0.8379,1.5586
0.8386,1.5623
0.8394,1.5660
0.8402,1.5623
0.8409,1.5660
0.8417,1.5586
0.8426,1.5623
0.8434,1.5623
0.8442,1.5660
0.8450,1.5586
0.8458,1.5660
0.8466,1.5623
0.8475,1.5586
0.8483,1.5660
0.8491,1.5586
0.8499,1.5623
0.8507,1.5660
0.8515,1.5660
0.8523,1.5623
0.8532,1.5660
0.8540,1.5623
0.8548,1.5623
0.8556,1.5623
0.8564,1.5660
0.8572,1.5697
0.8579,1.5660
0.8587,1.5623
0.8594,1.5549
0.8602,1.5586
0.8610,1.5623
0.8618,1.5660
0.8626,1.5660
0.8634,1.5623
0.8643,1.5660
0.8653,1.5660
0.8663,1.5660
0.8672,1.5660
0.8681,1.5623
0.8689,1.5586
0.8699,1.5660
0.8708,1.5660
0.8717,1.5623
0.8726,1.5660
0.8734,1.5586
0.8743,1.5660
0.8752,1.5660
0.8760,1.5660
0.8768,1.5660
0.8776,1.5623
0.8786,1.5623
0.8794,1.5660
0.8802,1.5623
0.8809,1.5660
0.8816,1.5586
0.8823,1.5623
0.8831,1.5660
0.8838,1.5660
0.8845,1.5623
0.8853,1.5660
0.8860,1.5660
0.8867,1.5660
0.8874,1.5660
0.8883,1.5623
0.8891,1.5623
0.8900,1.5660
0.8909,1.5586
0.8917,1.5623
0.8925,1.5660
0.8933,1.5586
0.8941,1.5660
0.8949,1.5623
0.8957,1.5623
0.8965,1.5586
0.8972,1.5660
0.8982,1.5623
0.8992,1.5586
0.9002,1.5660
0.9010,1.5660
0.9018,1.5697
0.9025,1.5660
0.9032,1.5623
0.9042,1.5586
0.9051,1.5623
0.9060,1.5623
0.9069,1.5660
0.9079,1.5623
0.9089,1.5586
0.9099,1.5586
0.9107,1.5660
0.9115,1.5586
0.9123,1.5623
0.9130,1.5660
0.9139,1.5623
0.9146,1.5660
0.9154,1.5586
0.9162,1.5586
0.9169,1.5660
0.9177,1.5623
0.9184,1.5660
0.9191,1.5623
0.9199,1.5623
0.9207,1.5660
0.9215,1.5586
0.9223,1.5660
0.9230,1.5623
0.9238,1.5660
0.9245,1.5660
0.9253,1.5623
0.9261,1.5623
0.9269,1.5586
0.9276,1.5623
0.9284,1.5660
0.9292,1.5660
0.9299,1.5586
0.9307,1.5660
0.9314,1.5623
0.9322,1.5660
0.9330,1.5660
0.9338,1.5660
0.9345,1.5660
0.9353,1.5660
0.9360,1.5660
0.9367,1.5586
0.9375,1.5660
0.9383,1.5623
0.9391,1.5623
0.9398,1.5623
0.9405,1.5660
0.9413,1.5623
0.9420,1.5660
0.9428,1.5623
0.9436,1.5623
0.9443,1.5660
0.9451,1.5586
0.9458,1.5586
0.9466,1.5660
0.9474,1.5660
0.9482,1.5623
0.9489,1.5660
0.9497,1.5660
0.9504,1.5660
0.9512,1.5623
0.9520,1.5660
0.9527,1.5660
0.9535,1.5586
0.9542,1.5586
0.9550,1.5623
0.9557,1.5623
0.9565,1.5660
0.9573,1.5586
0.9580,1.5586
0.9587,1.5623
0.9595,1.5660
0.9602,1.5623
0.9610,1.5697
0.9617,1.5660
0.9625,1.5660
0.9632,1.5623
0.9640,1.5623
0.9647,1.5660
0.9654,1.5660
0.9662,1.5660
0.9670,1.5660
0.9677,1.5660
0.9685,1.5660
0.9692,1.5660
0.9700,1.5660
0.9707,1.5660
0.9715,1.5586
0.9723,1.5660
0.9730,1.5586
0.9738,1.5623
0.9745,1.5623
0.9753,1.5660
0.9760,1.5623
0.9768,1.5586
0.9775,1.5660
0.9783,1.5623
0.9791,1.5623
0.9798,1.5623
0.9806,1.5586
0.9813,1.5660
0.9821,1.5660
0.9828,1.5660
0.9836,1.5623
0.9843,1.5660
0.9851,1.5586
0.9858,1.5623
0.9866,1.5623
0.9873,1.5660
0.9881,1.5660
0.9888,1.5660
0.9896,1.5586
0.9904,1.5623
0.9912,1.5623
0.9919,1.5660
0.9927,1.5586
0.9934,1.5623
0.9942,1.5660
0.9950,1.5660
0.9957,1.5660
0.9965,1.5586
0.9973,1.5660
0.9981,1.5660
0.9988,1.5660
0.9996,1.5623
1.0003,1.5660
1.0011,1.5660
1.0019,1.5586
1.0027,1.5623
1.0037,1.5623
1.0045,1.5623
1.0053,1.5660
1.0062,1.5623
1.0071,1.5586
1.0080,1.5660
1.0088,1.5660
1.0097,1.5660
1.0105,1.5660
1.0113,1.5660
1.0121,1.5660
1.0129,1.5660
1.0189,1.5586
1.0198,1.5660
1.0205,1.5660
1.0214,1.5623
1.0223,1.5586
1.0232,1.5623
1.0240,1.5623
1.0249,1.5623
1.0258,1.5586
1.0268,1.5660
1.0276,1.5660
1.0285,1.5623
1.0294,1.5586
1.0302,1.5660
1.0310,1.5623
1.0319,1.5586
1.0328,1.5623
1.0336,1.5586
1.0344,1.5660
1.0351,1.5660
1.0359,1.5586
1.0366,1.5586
1.0374,1.5660
1.0382,1.5623
1.0389,1.5660
1.0397,1.5660
1.0404,1.5660
1.0412,1.5660
1.0422,1.5586
1.0431,1.5586
1.0440,1.5623
1.0449,1.5660
1.0457,1.5660
1.0517,1.5660
1.0525,1.5660
1.0531,1.5623
1.0538,1.5660
1.0544,1.5660
1.0551,1.5623
1.0558,1.5623
1.0565,1.5660
1.0572,1.5623
1.0579,1.5586
1.0586,1.5586
1.0593,1.5660
1.0600,1.5660
1.0607,1.5660
1.0615,1.5660
1.0622,1.5586
1.0630,1.5586
1.0637,1.5660
1.0644,1.5623
1.0652,1.5660
1.0659,1.5549
1.0666,1.5623
1.0673,1.5660
1.0680,1.5660
1.0687,1.5697
1.0695,1.5586
1.0704,1.5660
1.0711,1.5549
1.0719,1.5660
1.0726,1.5623
1.0734,1.5586
