Время[с],Напряжение[В]
6.1935,1.6291
6.1945,1.6291
6.1955,1.6328
6.1965,1.6291
6.1975,1.6291
6.1985,1.6291
6.1995,1.6254
6.2005,1.6291
6.2015,1.6328
6.2025,1.6217
6.2035,1.6217
6.2044,1.6254
6.2055,1.6291
6.2065,1.6291
6.2075,1.6291
6.2085,1.6291
6.2095,1.6328
6.2104,1.6217
6.2115,1.6254
6.2125,1.6254
6.2135,1.6291
6.2145,1.6291
6.2155,1.6254
6.2165,1.6291
6.2175,1.6254
6.2185,1.6291
6.2195,1.6291
6.2206,1.6291
6.2216,1.6291
6.2226,1.6291
6.2236,1.6291
6.2246,1.6291
6.2256,1.6254
6.2265,1.6291
6.2275,1.6180
6.2285,1.6291
6.2295,1.6291
6.2305,1.6217
6.2316,1.6291
6.2326,1.6291
6.2336,1.6254
6.2346,1.6254
6.2356,1.6254
6.2366,1.6254
6.2376,1.6254
6.2386,1.6217
6.2396,1.6254
6.2409,1.6217
6.2420,1.6254
6.2431,1.6254
6.2441,1.6291
6.2452,1.6291
6.2461,1.6291
6.2471,1.6291
6.2479,1.6180
6.2488,1.6180
6.2497,1.6180
6.2506,1.6254
6.2515,1.6254
6.2524,1.6291
6.2533,1.6291
6.2542,1.6254
6.2551,1.6291
6.2560,1.6291
6.2569,1.6254
6.2578,1.6291
6.2587,1.6254
6.2596,1.6254
6.2606,1.6291
6.2615,1.6291
6.2625,1.6254
6.2634,1.6254
6.2644,1.6254
6.2654,1.6291
6.2664,1.6291
6.2674,1.6291
6.2683,1.6217
6.2693,1.6254
6.2703,1.6217
6.2712,1.6254
6.2722,1.6254
6.2731,1.6217
6.2741,1.6254
6.2751,1.6291
6.2760,1.6254
6.2769,1.6291
6.2779,1.6254
6.2788,1.6254
6.2798,1.6254
6.2808,1.6254
6.2817,1.6291
6.2827,1.6254
6.2837,1.6180
6.2847,1.6254
6.2856,1.6254
6.2866,1.6254
6.2875,1.6217
6.2885,1.6180
6.2894,1.6180
6.2904,1.6254
6.2913,1.6254
6.2923,1.6291
6.2932,1.6254
6.2941,1.6180
6.2951,1.6180
6.2960,1.6254
6.2970,1.6254
6.2980,1.6180
6.2989,1.6254
6.2999,1.6254
6.3009,1.6180
6.3018,1.6180
6.3028,1.6254
6.3038,1.6180
6.3048,1.6254
6.3057,1.6254
6.3067,1.6254
6.3077,1.6254
6.3087,1.6254
6.3097,1.6217
6.3106,1.6217
6.3116,1.6254
6.3126,1.6217
6.3136,1.6180
6.3145,1.6254
6.3155,1.6180
6.3165,1.6217
6.3175,1.6254
6.3185,1.6217
6.3194,1.6217
6.3204,1.6180
6.3214,1.6180
6.3223,1.6254
6.3233,1.6217
6.3242,1.6254
6.3252,1.6217
6.3262,1.6254
6.3271,1.6180
6.3281,1.6217
6.3291,1.6254
6.3300,1.6254
6.3310,1.6254
6.3319,1.6180
6.3329,1.6254
6.3339,1.6254
6.3348,1.6217
6.3358,1.6180
6.3368,1.6254
6.3377,1.6180
6.3387,1.6180
6.3397,1.6180
6.3406,1.6180
6.3415,1.6254
6.3425,1.6180
6.3435,1.6217
6.3445,1.6254
6.3454,1.6254
6.3464,1.6217
6.3473,1.6180
6.3483,1.6180
6.3492,1.6254
6.3502,1.6180
6.3512,1.6217
6.3521,1.6254
6.3530,1.6254
6.3539,1.6217
6.3549,1.6217
6.3559,1.6254
6.3568,1.6143
6.3577,1.6254
6.3586,1.6180
6.3596,1.6217
6.3605,1.6254
6.3615,1.6217
6.3625,1.6254
6.3634,1.6180
6.3644,1.6254
6.3653,1.6217
6.3664,1.6254
6.3674,1.6180
6.3684,1.6217
6.3693,1.6180
6.3703,1.6217
6.3712,1.6217
6.3722,1.6217
6.3733,1.6254
6.3745,1.6217
6.3758,1.6217
6.3772,1.6217
6.3784,1.6217
6.3794,1.6143
6.3805,1.6217
6.3817,1.6217
6.3829,1.6254
6.3840,1.6217
6.3852,1.6217
6.3863,1.6143
6.3875,1.6217
6.3886,1.6217
6.3897,1.6217
6.3908,1.6217
6.3919,1.6143
6.3930,1.6143
6.3941,1.6217
6.3952,1.6180
6.3962,1.6217
6.3972,1.6217
6.3983,1.6217
6.3994,1.6254
6.4005,1.6217
6.4016,1.6217
6.4027,1.6217
6.4039,1.6217
6.4052,1.6217
6.4065,1.6217
6.4077,1.6217
6.4089,1.6217
6.4101,1.6217
6.4112,1.6143
6.4124,1.6217
6.4135,1.6217
6.4146,1.6180
6.4157,1.6217
6.4168,1.6217
6.4178,1.6217
6.4188,1.6180
6.4198,1.6217
6.4209,1.6180
6.4219,1.6217
6.4229,1.6217
6.4239,1.6217
6.4249,1.6180
6.4259,1.6217
6.4271,1.6217
6.4283,1.6180
6.4293,1.6180
6.4304,1.6180
6.4315,1.6217
6.4325,1.6143
6.4335,1.6217
6.4346,1.6180
6.4359,1.6217
6.4372,1.6217
6.4385,1.6217
6.4395,1.6180
6.4404,1.6180
6.4418,1.6180
6.4428,1.6143
6.4439,1.6180
6.4448,1.6143
6.4458,1.6180
6.4468,1.6217
6.4477,1.6180
6.4486,1.6180
6.4495,1.6180
6.4505,1.6217
6.4515,1.6217
6.4524,1.6217
6.4534,1.6180
6.4543,1.6180
6.4553,1.6143
6.4563,1.6143
6.4573,1.6180
6.4583,1.6217
6.4593,1.6180
6.4602,1.6180
6.4611,1.6180
6.4620,1.6180
6.4630,1.6143
6.4639,1.6143
6.4648,1.6143
6.4658,1.6180
6.4667,1.6217
6.4680,1.6217
6.4692,1.6143
6.4702,1.6217
6.4713,1.6180
6.4723,1.6217
6.4734,1.6180
6.4744,1.6143
6.4754,1.6180
6.4763,1.6143
6.4774,1.6217
6.4785,1.6143
6.4796,1.6105
6.4808,1.6105
6.4820,1.6143
6.4832,1.6105
6.4844,1.6180
6.4857,1.6217
6.4869,1.6180
6.4879,1.6180
6.4889,1.6180
6.4900,1.6217
6.4912,1.6105
6.4922,1.6180
6.4932,1.6105
6.4942,1.6143
6.4953,1.6217
6.4963,1.6180
6.4974,1.6180
6.4984,1.6143
6.4995,1.6143
6.5005,1.6180
6.5015,1.6217
6.5025,1.6180
6.5035,1.6143
6.5045,1.6180
6.5056,1.6105
6.5066,1.6217
6.5076,1.6180
6.5086,1.6105
6.9952,1.6180
6.9964,1.5994
6.9976,1.5994
6.9989,1.5994
7.0001,1.5994
7.0013,1.5957
7.0023,1.5920
7.0035,1.5957
7.0046,1.5994
7.0057,1.5994
7.0067,1.5957
7.0078,1.5994
7.0089,1.5957
7.0102,1.5994
7.0116,1.5994
7.0128,1.5994
7.0141,1.5920
7.0152,1.5994
7.0163,1.5994
7.0174,1.5994
7.0185,1.5994
7.0195,1.5994
7.0204,1.5994
7.0213,1.5994
7.0222,1.5994
7.0231,1.5994
7.0240,1.5994
7.0248,1.5957
7.0257,1.5920
7.0265,1.5920
7.0274,1.5957
7.0283,1.5920
7.0291,1.5957
7.0300,1.5994
7.0310,1.5994
7.0320,1.5920
7.0330,1.5994
7.0339,1.5920
7.0349,1.5920
7.0359,1.5994
7.0369,1.5994
7.0380,1.5994
7.0390,1.5957
7.0404,1.5994
7.0415,1.5994
7.0426,1.5994
7.0437,1.5994
7.0448,1.5957
7.0458,1.5957
7.0469,1.5920
7.0482,1.5994
7.0495,1.5957
7.0508,1.5957
7.0519,1.5957
7.0528,1.5994
7.0540,1.5957
7.0553,1.5957
7.0564,1.5957
7.0574,1.5994
7.0585,1.5920
7.0595,1.5994
7.0608,1.5957
7.0618,1.5920
7.0628,1.5957
7.0638,1.5994
7.0648,1.5994
7.0658,1.5957
7.0668,1.5883
7.0678,1.5920
7.0688,1.5994
7.0698,1.5994
7.0708,1.5957
7.0718,1.5957
7.0728,1.5957
7.0738,1.5957
7.0747,1.5920
7.0756,1.5994
7.0766,1.5957
7.0776,1.5957
7.0785,1.5920
7.0795,1.5994
7.0804,1.5994
7.0813,1.5920
7.0823,1.5994
7.0834,1.5920
7.0843,1.5957
7.0853,1.5957
7.0863,1.5957
7.0874,1.5994
7.0883,1.5957
7.0893,1.5920
7.0903,1.5994
7.0912,1.5994
7.0922,1.5957
7.0931,1.5994
7.0941,1.5920
7.0950,1.5957
7.0960,1.5957
7.0969,1.5957
7.0978,1.5883
7.0987,1.5883
7.0997,1.5957
7.1007,1.5957
7.1016,1.5957
7.1026,1.5957
7.1036,1.5957
7.1046,1.5920
7.1056,1.5957
7.1066,1.5883
7.1075,1.5957
7.1085,1.5920
7.1094,1.5920
7.1103,1.5920
7.1114,1.5957
7.1124,1.5957
7.1133,1.5957
7.1143,1.5920
7.1153,1.5957
7.1163,1.5957
7.1173,1.5883
7.1183,1.5957
7.1193,1.5994
7.1203,1.5883
7.1212,1.5957
7.1222,1.5957
7.1231,1.5957
7.1241,1.5957
7.1251,1.5957
7.1260,1.5957
7.1270,1.5883
7.1280,1.5957
7.1293,1.5920
7.1308,1.5957
7.1321,1.5957
7.1332,1.5957
7.1342,1.5883
7.1353,1.5883
7.1363,1.5883
7.1375,1.5920
7.1385,1.5957
7.1396,1.5957
7.1407,1.5920
7.1417,1.5883
7.1427,1.5920
7.1438,1.5957
7.1449,1.5920
7.1459,1.5957
7.1471,1.5957
7.1481,1.5957
7.1491,1.5957
7.1502,1.5920
7.1515,1.5957
7.1528,1.5883
7.1542,1.5920
7.1556,1.5920
7.1572,1.5883
7.1587,1.5957
7.1603,1.5920
7.1614,1.5920
7.1706,1.5920
7.1720,1.5883
7.1731,1.5920
7.1743,1.5957
7.1755,1.5957
7.1766,1.5957
7.1778,1.5846
7.1789,1.5957
7.1800,1.5920
7.1812,1.5920
7.1824,1.5920
7.1836,1.5920
7.1850,1.5920
7.1862,1.5920
7.1874,1.5920
7.1887,1.5883
7.1898,1.5883
7.1910,1.5920
7.1920,1.5920
7.1930,1.5846
7.1941,1.5883
7.1951,1.5883
7.1962,1.5920
7.1972,1.5920
7.1983,1.5957
7.1994,1.5920
7.2004,1.5883
7.2014,1.5883
7.2026,1.5920
7.2037,1.5920
7.2048,1.5957
7.2059,1.5883
7.2070,1.5920
7.2081,1.5883
7.2092,1.5883
7.2103,1.5920
7.2113,1.5920
7.2123,1.5920
7.2133,1.5920
7.2143,1.5920
7.2154,1.5883
7.2164,1.5883
7.2176,1.5883
7.2190,1.5883
7.2206,1.5883
7.2222,1.5957
7.2238,1.5883
7.2249,1.5957
7.2260,1.5920
7.2280,1.5883
7.2289,1.5920
7.2298,1.5957
7.2307,1.5920
7.2315,1.5920
7.2324,1.5883
7.2333,1.5920
7.2342,1.5920
7.2351,1.5920
7.2359,1.5883
7.2369,1.5957
7.2379,1.5920
7.2388,1.5846
7.2398,1.5920
7.2410,1.5920
7.2421,1.5883
7.2431,1.5883
7.2442,1.5883
7.2452,1.5920
7.2462,1.5920
7.2472,1.5920
7.2482,1.5920
7.2492,1.5846
7.2502,1.5920
7.2511,1.5920
7.2520,1.5920
7.2529,1.5920
7.2540,1.5920
7.2549,1.5920
7.2559,1.5957
7.2568,1.5920
7.2578,1.5920
7.2588,1.5846
7.2597,1.5920
7.2607,1.5846
7.2616,1.5846
7.2625,1.5920
7.2635,1.5920
7.2645,1.5920
7.2655,1.5920
7.2665,1.5883
7.2675,1.5920
7.2685,1.5920
7.2695,1.5920
7.2705,1.5957
7.2715,1.5920
7.2725,1.5883
7.2735,1.5920
7.2745,1.5920
7.2755,1.5920
7.2765,1.5846
7.2775,1.5846
7.2785,1.5920
7.2795,1.5883
7.2805,1.5920
7.2815,1.5920
7.2825,1.5920
7.2836,1.5846
7.2845,1.5920
7.2856,1.5957
7.2866,1.5920
7.2876,1.5883
7.2887,1.5920
7.2897,1.5883
7.2906,1.5883
7.2915,1.5920
7.2925,1.5920
7.2934,1.5883
7.2944,1.5809
7.2953,1.5883
7.2963,1.5920
7.2972,1.5846
7.2982,1.5920
7.2991,1.5920
7.3001,1.5883
7.3010,1.5883
7.3021,1.5809
7.3031,1.5920
7.3040,1.5883
7.3050,1.5920
7.3060,1.5809
7.3070,1.5809
7.3079,1.5883
7.3089,1.5809
7.3100,1.5920
7.3110,1.5920
7.3120,1.5846
7.3130,1.5883
7.3141,1.5846
7.3151,1.5883
7.3161,1.5883
7.3171,1.5883
7.3181,1.5846
7.3191,1.5920
7.3201,1.5809
7.3211,1.5846
7.3221,1.5846
7.3231,1.5920
7.3241,1.5883
7.3253,1.5883
7.3265,1.5846
7.3277,1.5883
7.3290,1.5846
7.3304,1.5883
7.3315,1.5846
7.3326,1.5846
7.3337,1.5809
7.3348,1.5920
7.3358,1.5846
7.3370,1.5920
7.3381,1.5883
7.3392,1.5883
7.3402,1.5883
7.3413,1.5883
7.3424,1.5883
7.3435,1.5846
7.3446,1.5846
7.3456,1.5883
7.3467,1.5883
7.3478,1.5883
7.3488,1.5883
7.3498,1.5883
7.3510,1.5883
7.3520,1.5883
7.3530,1.5846
7.3540,1.5846
7.3551,1.5771
7.3562,1.5846
7.3573,1.5846
7.3584,1.5883
7.3595,1.5846
7.3609,1.5883
7.3622,1.5846
7.3633,1.5883
7.3645,1.5846
7.3657,1.5846
7.3669,1.5883
7.3682,1.5883
7.3693,1.5846
7.3705,1.5846
7.3717,1.5809
7.3729,1.5846
7.3740,1.5846
7.3752,1.5846
7.3763,1.5883
7.3774,1.5883
7.3785,1.5883
7.3796,1.5809
7.3807,1.5883
7.3817,1.5809
7.3828,1.5809
7.3839,1.5809
7.3852,1.5846
7.3864,1.5846
7.3876,1.5846
7.3889,1.5846
7.3900,1.5846
7.3912,1.5883
7.3923,1.5846
7.3935,1.5883
7.3947,1.5809
7.3959,1.5846
7.3975,1.5846
7.3992,1.5846
7.4007,1.5846
7.4018,1.5846
7.4043,1.5846
7.4058,1.5809
7.4073,1.5846
7.4085,1.5883
7.4097,1.5809
7.4107,1.5846
7.4117,1.5883
7.4128,1.5846
7.4138,1.5846
7.4149,1.5846
7.4159,1.5846
7.4170,1.5809
7.4180,1.5846
7.4190,1.5846
7.4202,1.5809
7.4212,1.5846
7.4223,1.5846
7.4234,1.5809
7.4244,1.5846
7.4255,1.5846
7.4267,1.5846
7.4278,1.5846
7.4289,1.5846
7.4301,1.5809
7.4313,1.5809
7.4325,1.5846
7.4337,1.5809
7.4348,1.5846
7.4360,1.5846
7.4371,1.5846
7.4382,1.5846
7.4393,1.5846
7.4404,1.5846
7.4416,1.5809
7.4443,1.5846
7.4458,1.5883
7.4470,1.5846
7.4481,1.5846
7.4492,1.5846
7.4504,1.5809
7.4515,1.5846
7.4525,1.5846
7.4537,1.5771
7.4548,1.5846
7.4559,1.5846
7.4570,1.5771
7.4583,1.5846
7.4594,1.5809
7.4605,1.5809
7.4616,1.5809
7.4627,1.5809
7.4638,1.5809
7.4649,1.5846
7.4660,1.5846
7.4671,1.5771
7.4682,1.5846
7.4694,1.5809
7.4704,1.5809
7.4717,1.5809
7.4728,1.5846
7.4739,1.5846
7.4752,1.5809
7.4763,1.5809
7.4774,1.5771
7.4785,1.5734
7.4796,1.5809
7.4807,1.5734
7.4818,1.5809
7.4829,1.5809
7.4840,1.5809
7.4851,1.5809
7.4862,1.5809
7.4873,1.5771
7.4884,1.5809
7.4895,1.5846
7.4906,1.5846
7.4917,1.5809
7.4928,1.5809
7.4939,1.5809
7.4950,1.5771
7.4961,1.5809
7.4972,1.5771
7.4984,1.5809
7.4995,1.5771
7.5006,1.5771
7.5017,1.5771
7.5028,1.5809
7.5039,1.5734
7.5050,1.5846
7.5061,1.5771
7.5071,1.5771
7.5083,1.5809
7.5094,1.5809
7.5105,1.5809
7.5116,1.5771
7.5126,1.5734
7.5137,1.5809
7.5148,1.5809
7.5159,1.5809
7.5170,1.5809
7.5182,1.5809
7.5193,1.5771
7.5204,1.5809
7.5215,1.5809
7.5225,1.5734
7.5236,1.5771
7.5247,1.5771
7.5258,1.5734
7.5269,1.5809
7.5281,1.5734
7.5292,1.5846
7.5303,1.5771
7.5314,1.5734
7.5325,1.5771
7.5337,1.5809
7.5348,1.5846
7.5358,1.5809
7.5370,1.5771
7.5381,1.5809
7.5393,1.5809
7.5405,1.5771
7.5416,1.5734
7.5429,1.5771
7.5440,1.5809
7.5451,1.5809
7.5463,1.5846
7.5474,1.5771
7.5485,1.5771
7.5496,1.5771
7.5507,1.5809
7.5518,1.5734
7.5529,1.5734
7.5540,1.5809
7.5551,1.5771
7.5563,1.5771
7.5579,1.5809
7.5590,1.5771
7.5620,1.5809
7.5635,1.5734
7.5647,1.5809
7.5657,1.5809
7.5669,1.5697
7.5680,1.5809
7.5691,1.5771
7.5703,1.5771
7.5714,1.5809
7.5725,1.5771
7.5735,1.5734
7.5747,1.5809
7.5757,1.5771
7.5769,1.5809
7.5780,1.5771
7.5791,1.5734
7.5802,1.5734
7.5813,1.5734
7.5825,1.5734
7.5836,1.5771
7.5847,1.5771
7.5858,1.5771
7.5870,1.5697
7.5880,1.5771
7.5891,1.5771
7.5903,1.5809
7.5915,1.5771
7.5928,1.5734
7.5939,1.5809
7.5949,1.5771
7.5960,1.5771
7.5972,1.5771
7.5983,1.5771
7.5994,1.5734
7.6005,1.5771
7.6018,1.5771
7.6028,1.5771
7.6040,1.5697
7.6051,1.5771
7.6062,1.5734
7.6073,1.5734
7.6084,1.5771
7.6095,1.5771
7.6106,1.5771
7.6117,1.5771
7.6128,1.5771
7.6139,1.5809
7.6150,1.5771
7.6162,1.5771
7.6173,1.5771
7.6184,1.5771
7.6196,1.5734
7.6207,1.5734
7.6218,1.5771
7.6229,1.5771
7.6240,1.5771
7.6251,1.5734
7.6263,1.5734
7.6273,1.5734
7.6285,1.5734
7.6296,1.5809
7.6308,1.5734
7.6319,1.5734
7.6330,1.5809
7.6342,1.5734
7.6353,1.5771
7.6364,1.5771
7.6375,1.5771
7.6386,1.5771
7.6398,1.5771
7.6410,1.5771
7.6421,1.5734
7.6434,1.5734
7.6445,1.5771
7.6457,1.5734
7.6468,1.5734
7.6479,1.5734
7.6490,1.5771
7.6503,1.5734
7.6514,1.5734
7.6525,1.5771
7.6536,1.5660
7.6547,1.5771
7.6558,1.5734
7.6570,1.5734
7.6584,1.5734
7.6596,1.5697
7.6608,1.5734
7.6620,1.5771
7.6633,1.5734
7.6647,1.5771
7.6661,1.5771
7.6674,1.5734
7.6686,1.5697
7.6796,1.5660
7.6808,1.5734
7.6821,1.5734
7.6834,1.5734
7.6845,1.5771
7.6856,1.5697
7.6868,1.5734
7.6878,1.5734
7.6889,1.5734
7.6900,1.5771
7.6911,1.5734
7.6922,1.5697
7.6933,1.5697
7.6947,1.5734
7.6959,1.5734
7.6970,1.5734
7.6992,1.5660
7.7002,1.5697
7.7011,1.5734
7.7020,1.5660
7.7028,1.5697
7.7038,1.5734
7.7046,1.5734
7.7056,1.5734
7.7065,1.5734
7.7074,1.5734
7.7083,1.5771
7.7092,1.5697
7.7102,1.5734
7.7112,1.5734
7.7122,1.5697
7.7131,1.5660
7.7140,1.5734
7.7150,1.5734
7.7160,1.5734
7.7171,1.5697
7.7181,1.5734
7.7194,1.5697
7.7205,1.5734
7.7216,1.5660
7.7227,1.5660
7.7237,1.5734
7.7247,1.5734
7.7257,1.5697
7.7267,1.5734
7.7277,1.5734
7.7286,1.5734
7.7296,1.5734
7.7306,1.5734
7.7315,1.5734
7.7326,1.5697
7.7337,1.5734
7.7347,1.5734
7.7357,1.5697
7.7367,1.5697
7.7377,1.5697
7.7387,1.5734
7.7397,1.5734
7.7407,1.5697
7.7416,1.5734
7.7426,1.5697
7.7436,1.5697
7.7445,1.5660
7.7456,1.5734
7.7466,1.5697
7.7477,1.5734
7.7487,1.5697
7.7498,1.5660
7.7508,1.5734
7.7518,1.5734
7.7528,1.5734
7.7538,1.5660
7.7548,1.5697
7.7558,1.5734
7.7567,1.5697
7.7578,1.5697
7.7587,1.5734
7.7597,1.5734
7.7607,1.5734
7.7617,1.5697
7.7628,1.5697
7.7638,1.5697
7.7649,1.5734
7.7660,1.5697
7.7671,1.5660
7.7680,1.5660
7.7690,1.5697
7.7700,1.5697
7.7710,1.5697
7.7720,1.5697
7.7730,1.5697
7.7739,1.5697
7.7749,1.5623
7.7759,1.5660
7.7769,1.5697
7.7778,1.5697
7.7788,1.5697
7.7798,1.5697
7.7810,1.5697
7.7820,1.5734
7.7831,1.5697
7.7841,1.5697
7.7852,1.5734
7.7862,1.5734
7.7872,1.5734
7.7882,1.5660
7.7891,1.5660
7.7902,1.5734
7.7913,1.5697
7.7924,1.5660
7.7937,1.5697
7.7950,1.5697
7.7964,1.5660
7.7980,1.5660
7.7991,1.5660
7.8002,1.5697
7.8013,1.5660
7.8023,1.5734
7.8034,1.5660
7.8045,1.5697
7.8056,1.5697
7.8067,1.5697
7.8078,1.5697
7.8088,1.5697
7.8099,1.5660
7.8110,1.5660
7.8121,1.5734
7.8132,1.5697
7.8143,1.5697
7.8153,1.5697
7.8165,1.5660
7.8175,1.5697
7.8186,1.5697
7.8197,1.5697
7.8208,1.5660
7.8218,1.5660
7.8229,1.5697
7.8240,1.5660
7.8251,1.5660
7.8264,1.5697
7.8277,1.5697
7.8289,1.5660
7.8303,1.5697
7.8315,1.5660
7.8326,1.5697
7.8338,1.5660
7.8350,1.5660
7.8362,1.5660
7.8404,1.5660
7.8416,1.5660
7.8428,1.5697
7.8439,1.5660
7.8450,1.5697
7.8462,1.5697
7.8473,1.5697
7.8484,1.5623
7.8495,1.5660
7.8505,1.5660
7.8516,1.5697
7.8526,1.5697
7.8536,1.5697
7.8547,1.5697
7.8557,1.5697
7.8567,1.5734
7.8578,1.5697
7.8588,1.5623
7.8599,1.5660
7.8610,1.5697
7.8621,1.5623
7.8634,1.5734
7.8646,1.5586
7.8659,1.5697
7.8760,1.5697
7.8770,1.5697
7.8782,1.5697
7.8812,1.5586
7.8825,1.5660
7.8835,1.5697
7.8846,1.5697
7.8856,1.5697
7.8868,1.5697
7.8880,1.5697
7.8891,1.5623
7.8902,1.5660
7.8912,1.5660
7.8922,1.5660
7.8932,1.5697
7.8942,1.5697
7.8952,1.5660
7.8962,1.5697
7.8972,1.5697
7.8982,1.5697
7.8993,1.5660
7.9008,1.5697
7.9020,1.5697
7.9031,1.5697
7.9041,1.5586
7.9052,1.5623
7.9064,1.5623
7.9075,1.5660
7.9085,1.5623
7.9097,1.5697
7.9108,1.5660
7.9119,1.5660
7.9130,1.5660
7.9159,1.5660
7.9174,1.5660
7.9189,1.5660
7.9201,1.5697
7.9212,1.5697
7.9223,1.5697
7.9233,1.5660
7.9244,1.5697
7.9255,1.5623
7.9266,1.5660
7.9276,1.5660
7.9287,1.5697
7.9297,1.5660
7.9308,1.5660
7.9318,1.5697
7.9329,1.5660
7.9340,1.5660
7.9351,1.5660
7.9362,1.5623
7.9373,1.5697
7.9383,1.5660
7.9394,1.5697
7.9404,1.5660
7.9415,1.5660
7.9426,1.5660
7.9437,1.5660
7.9448,1.5660
7.9458,1.5660
7.9469,1.5660
7.9480,1.5660
7.9491,1.5660
7.9503,1.5660
7.9513,1.5623
7.9524,1.5623
7.9536,1.5660
7.9546,1.5660
7.9557,1.5660
7.9567,1.5623
7.9578,1.5660
7.9589,1.5660
7.9599,1.5586
7.9610,1.5660
7.9621,1.5697
7.9632,1.5623
7.9643,1.5623
7.9653,1.5660
7.9664,1.5660
7.9675,1.5660
7.9686,1.5660
7.9697,1.5586
7.9709,1.5586
7.9720,1.5623
7.9732,1.5660
7.9743,1.5660
7.9754,1.5623
7.9765,1.5586
7.9776,1.5623
7.9787,1.5586
7.9798,1.5660
7.9810,1.5623
7.9820,1.5660
7.9832,1.5660
7.9842,1.5623
7.9853,1.5623
7.9864,1.5660
7.9875,1.5586
7.9885,1.5623
7.9897,1.5623
7.9908,1.5660
7.9918,1.5586
7.9929,1.5623
7.9940,1.5586
7.9951,1.5660
7.9961,1.5623
7.9971,1.5623
7.9982,1.5660
7.9992,1.5586
8.0004,1.5623
8.0015,1.5623
8.0026,1.5586
8.0037,1.5623
8.0048,1.5586
8.0059,1.5623
8.0071,1.5623
8.0082,1.5623
8.0094,1.5660
8.0106,1.5660
8.0118,1.5586
8.0130,1.5623
8.0143,1.5623
8.0154,1.5623
8.0166,1.5623
8.0178,1.5623
8.0189,1.5660
8.0200,1.5586
8.0212,1.5623
8.0223,1.5623
8.0234,1.5623
8.0246,1.5623
8.0257,1.5586
8.0269,1.5623
8.0280,1.5623
8.0292,1.5623
8.0304,1.5623
8.0315,1.5623
8.0326,1.5623
8.0337,1.5623
8.0348,1.5586
8.0358,1.5623
8.0370,1.5586
8.0381,1.5623
8.0392,1.5586
8.0403,1.5586
8.0415,1.5549
8.0426,1.5586
8.0436,1.5549
8.0448,1.5586
8.0459,1.5623
8.0469,1.5586
8.0480,1.5660
8.0492,1.5623
8.0504,1.5623
8.0515,1.5623
8.0527,1.5623
8.0537,1.5586
8.0548,1.5623
8.0559,1.5586
8.0570,1.5586
8.0581,1.5586
8.0592,1.5586
8.0603,1.5623
8.0614,1.5623
8.0625,1.5623
8.0636,1.5623
8.0647,1.5660
8.0658,1.5623
8.0670,1.5586
8.0680,1.5660
8.0692,1.5586
8.0703,1.5623
8.0714,1.5623
8.0725,1.5549
8.0736,1.5586
8.0747,1.5623
8.0759,1.5549
8.0769,1.5623
8.0781,1.5623
8.0792,1.5549
8.0803,1.5586
8.0814,1.5623
8.0825,1.5623
8.0836,1.5586
8.0846,1.5586
8.0857,1.5623
8.0868,1.5586
8.0878,1.5623
8.0889,1.5623
8.0900,1.5586
8.0911,1.5549
8.0923,1.5549
8.0934,1.5549
8.0944,1.5623
8.0956,1.5623
8.0966,1.5549
8.0977,1.5549
8.0988,1.5586
8.0999,1.5586
8.1010,1.5586
8.1021,1.5586
8.1031,1.5549
8.1042,1.5586
8.1053,1.5586
8.1064,1.5586
8.1075,1.5549
8.1086,1.5586
8.1097,1.5549
8.1108,1.5586
8.1119,1.5623
8.1129,1.5586
8.1140,1.5586
8.1151,1.5623
8.1161,1.5586
8.1172,1.5586
8.1183,1.5623
8.1194,1.5586
8.1204,1.5549
8.1215,1.5586
8.1226,1.5586
8.1237,1.5586
8.1249,1.5623
8.1259,1.5586
8.1270,1.5586
8.1280,1.5586
8.1291,1.5623
8.1302,1.5623
8.1313,1.5586
8.1324,1.5586
8.1335,1.5549
8.1347,1.5586
8.1358,1.5549
8.1369,1.5586
8.1380,1.5586
8.1391,1.5586
8.1401,1.5512
8.1413,1.5623
8.1423,1.5549
8.1434,1.5586
8.1446,1.5586
8.1457,1.5586
8.1467,1.5512
8.1478,1.5586
8.1489,1.5623
8.1500,1.5586
8.1510,1.5586
8.1521,1.5475
8.1532,1.5586
8.1543,1.5586
8.1553,1.5549
8.1564,1.5586
8.1575,1.5586
8.1585,1.5586
8.1596,1.5586
8.1607,1.5586
8.1618,1.5549
8.1629,1.5586
8.1640,1.5586
8.1651,1.5512
8.1662,1.5586
8.1673,1.5549
8.1684,1.5549
8.1695,1.5475
8.1705,1.5512
8.1716,1.5586
8.1727,1.5586
8.1738,1.5586
8.1749,1.5586
8.1760,1.5586
8.1771,1.5549
8.1781,1.5586
8.1792,1.5549
8.1803,1.5586
8.1814,1.5586
8.1825,1.5549
8.1836,1.5512
8.1847,1.5549
8.1857,1.5549
8.1868,1.5512
8.1879,1.5586
8.1890,1.5586
8.1901,1.5586
8.1912,1.5475
8.1923,1.5586
8.1934,1.5586
8.1945,1.5549
8.1956,1.5623
8.1967,1.5475
8.1978,1.5586
8.1988,1.5549
8.1998,1.5549
8.2009,1.5549
8.2020,1.5549
8.2032,1.5586
8.2043,1.5586
8.2053,1.5586
8.2064,1.5549
8.2075,1.5512
8.2086,1.5549
8.2097,1.5586
8.2108,1.5586
8.2119,1.5549
8.2130,1.5549
8.2141,1.5549
8.2152,1.5512
8.2163,1.5475
8.2174,1.5549
8.2185,1.5549
