Время[с],Напряжение[В]
0.2572,0.8461
0.2579,0.8424
0.2585,0.8461
0.2592,0.8461
0.2599,0.8424
0.2607,0.8424
0.2614,0.8424
0.2621,0.8461
0.2628,0.8461
0.2635,0.8461
0.2642,0.8424
0.2649,0.8424
0.2656,0.8461
0.2663,0.8424
0.2670,0.8424
0.2677,0.8461
0.2685,0.8461
0.2692,0.8461
0.2699,0.8424
0.2705,0.8461
0.2712,0.8424
0.2719,0.8424
0.2726,0.8461
0.2733,0.8424
0.2741,0.8461
0.2749,0.8461
0.2756,0.8424
0.2764,0.8461
0.2771,0.8424
0.2778,0.8461
0.2785,0.8461
0.2792,0.8424
0.2799,0.8461
0.2806,0.8424
0.2813,0.8424
0.2820,0.8461
0.2827,0.8424
0.2834,0.8461
0.2841,0.8387
0.2849,0.8461
0.2856,0.8387
0.2863,0.8424
0.2869,0.8424
0.2876,0.8461
0.2883,0.8461
0.2890,0.8461
0.2897,0.8387
0.2903,0.8461
0.2911,0.8424
0.2918,0.8461
0.2926,0.8461
0.2933,0.8424
0.2940,0.8424
0.2947,0.8461
0.2955,0.8424
0.2962,0.8424
0.2969,0.8424
0.2976,0.8461
0.2983,0.8424
0.2990,0.8461
0.2997,0.8461
0.3004,0.8461
0.3011,0.8461
0.3019,0.8461
0.3026,0.8424
0.3033,0.8461
0.3041,0.8461
0.3048,0.8424
0.3055,0.8461
0.3062,0.8424
0.3069,0.8461
0.3076,0.8461
0.3083,0.8424
0.3090,0.8424
0.3097,0.8424
0.3104,0.8387
0.3112,0.8424
0.3119,0.8461
0.3127,0.8387
0.3136,0.8461
0.3143,0.8461
0.3175,0.8461
0.3183,0.8424
0.3192,0.8424
0.3199,0.8424
0.3206,0.8387
0.3214,0.8461
0.3221,0.8424
0.3228,0.8387
0.3236,0.8461
0.3244,0.8424
0.3252,0.8424
0.3260,0.8424
0.3267,0.8461
0.3274,0.8424
0.3281,0.8424
0.3288,0.8424
0.3296,0.8387
0.3303,0.8461
0.3310,0.8424
0.3317,0.8461
0.3324,0.8461
0.3331,0.8424
0.3338,0.8461
0.3345,0.8461
0.3352,0.8461
0.3359,0.8424
0.3366,0.8424
0.3373,0.8461
0.3383,0.8424
0.3391,0.8424
0.3398,0.8424
0.3406,0.8461
0.3414,0.8461
0.3421,0.8461
0.3428,0.8424
0.3436,0.8461
0.3551,0.8461
0.3560,0.8424
0.3567,0.8387
0.3574,0.8461
0.3581,0.8424
0.3589,0.8424
0.3595,0.8424
0.3602,0.8461
0.3609,0.8461
0.3616,0.8461
0.3623,0.8424
0.3631,0.8424
0.3638,0.8424
0.3645,0.8461
0.3653,0.8424
0.3660,0.8461
0.3666,0.8461
0.3673,0.8461
0.3680,0.8424
0.3687,0.8424
0.3694,0.8424
0.3701,0.8461
0.3708,0.8498
0.3716,0.8461
0.3723,0.8461
0.3729,0.8461
0.3736,0.8424
0.3743,0.8461
0.3751,0.8461
0.3758,0.8461
0.3766,0.8424
0.3774,0.8461
0.3781,0.8461
0.3789,0.8461
0.3797,0.8424
0.3804,0.8498
0.3812,0.8424
0.3818,0.8461
0.3825,0.8461
0.3832,0.8461
0.3839,0.8461
0.3846,0.8461
0.3853,0.8387
0.3860,0.8424
0.3867,0.8461
0.3873,0.8424
0.3880,0.8461
0.3887,0.8424
0.3895,0.8461
0.3902,0.8461
0.3909,0.8461
0.3917,0.8424
0.3924,0.8424
0.3932,0.8461
0.3939,0.8424
0.3947,0.8424
0.3955,0.8461
0.3961,0.8424
0.3968,0.8424
0.3975,0.8461
0.3982,0.8424
0.3988,0.8461
0.3995,0.8424
0.4001,0.8461
0.4008,0.8461
0.4016,0.8461
0.4024,0.8461
0.4032,0.8461
0.4039,0.8387
0.4047,0.8461
0.4054,0.8424
0.4061,0.8461
0.4067,0.8424
0.4075,0.8424
0.4082,0.8461
0.4088,0.8424
0.4095,0.8461
0.4101,0.8387
0.4108,0.8424
0.4116,0.8424
0.4124,0.8424
0.4131,0.8424
0.4139,0.8424
0.4147,0.8461
0.4154,0.8424
0.4161,0.8424
0.4169,0.8461
0.4176,0.8461
0.4184,0.8461
0.4191,0.8424
0.4198,0.8461
0.4204,0.8461
0.4211,0.8424
0.4217,0.8424
0.4224,0.8424
0.4230,0.8424
0.4237,0.8461
0.4243,0.8424
0.4250,0.8461
0.4256,0.8424
0.4263,0.8461
0.4272,0.8424
0.4282,0.8387
0.4290,0.8424
0.4300,0.8424
0.4309,0.8461
0.4322,0.8461
0.4330,0.8461
0.4337,0.8424
0.4345,0.8461
0.4353,0.8461
0.4361,0.8387
0.4369,0.8424
0.4377,0.8461
0.4384,0.8387
0.4391,0.8498
0.4398,0.8424
0.4405,0.8461
0.4411,0.8424
0.4418,0.8461
0.4425,0.8424
0.4432,0.8461
0.4438,0.8461
0.4445,0.8461
0.4452,0.8424
0.4460,0.8461
0.4468,0.8461
0.4475,0.8461
0.4482,0.8461
0.4490,0.8461
0.4498,0.8424
0.4506,0.8424
0.4514,0.8461
0.4522,0.8461
0.4530,0.8424
0.4537,0.8498
0.4544,0.8461
0.4552,0.8424
0.4559,0.8424
0.4567,0.8461
0.4575,0.8461
0.4583,0.8424
0.4591,0.8461
0.4598,0.8424
0.4607,0.8424
0.4616,0.8498
0.4625,0.8424
0.4633,0.8424
0.4643,0.8424
0.4651,0.8461
0.4659,0.8461
0.4668,0.8461
0.4676,0.8461
0.4684,0.8461
0.4693,0.8461
0.4701,0.8461
0.4709,0.8424
0.4718,0.8461
0.4726,0.8461
0.4734,0.8424
0.4742,0.8461
0.4750,0.8424
0.4759,0.8424
0.4767,0.8424
0.4775,0.8424
0.4784,0.8461
0.4792,0.8424
0.4801,0.8424
0.4810,0.8424
0.4818,0.8424
0.4826,0.8424
0.4834,0.8424
0.4842,0.8424
0.4850,0.8387
0.4858,0.8461
0.4865,0.8424
0.4873,0.8424
0.4881,0.8387
0.4888,0.8424
0.4896,0.8461
0.4904,0.8424
0.4912,0.8424
0.4920,0.8387
0.4928,0.8387
0.4935,0.8424
0.4943,0.8461
0.4951,0.8424
0.4958,0.8424
0.4966,0.8424
0.4973,0.8424
0.4981,0.8461
0.4989,0.8424
0.4998,0.8424
0.5006,0.8461
0.5015,0.8461
0.5024,0.8461
0.5032,0.8461
0.5041,0.8424
0.5049,0.8461
0.5058,0.8461
0.5067,0.8424
0.5076,0.8424
0.5084,0.8461
0.5092,0.8461
0.5100,0.8461
0.5107,0.8424
0.5114,0.8461
0.5121,0.8424
0.5128,0.8387
0.5136,0.8461
0.5143,0.8461
0.5151,0.8461
0.5160,0.8424
0.5168,0.8461
0.5176,0.8424
0.5183,0.8461
0.5191,0.8461
0.5201,0.8461
0.5208,0.8424
0.5216,0.8424
0.5223,0.8424
0.5231,0.8461
0.5239,0.8461
0.5246,0.8424
0.5254,0.8424
0.5261,0.8424
0.5270,0.8461
0.5278,0.8424
0.5286,0.8424
0.5294,0.8424
0.5302,0.8461
0.5313,0.8461
0.5324,0.8424
0.5335,0.8461
0.5345,0.8424
0.5354,0.8424
0.5363,0.8461
0.5372,0.8461
0.5379,0.8424
0.5386,0.8461
0.5393,0.8461
0.5400,0.8461
0.5407,0.8461
0.5414,0.8424
0.5421,0.8461
0.5428,0.8424
0.5435,0.8461
0.5442,0.8424
0.5449,0.8461
0.5456,0.8461
0.5463,0.8461
0.5470,0.8424
0.5478,0.8424
0.5485,0.8461
0.5493,0.8424
0.5501,0.8424
0.5508,0.8424
0.5516,0.8424
0.5523,0.8461
0.5532,0.8424
0.5540,0.8461
0.5549,0.8424
0.5557,0.8424
0.5565,0.8461
0.5572,0.8424
0.5580,0.8461
0.5588,0.8461
0.5595,0.8461
0.5603,0.8461
0.5611,0.8424
0.5618,0.8461
0.5625,0.8424
0.5633,0.8424
0.5641,0.8424
0.5649,0.8424
0.5656,0.8424
0.5664,0.8387
0.5671,0.8424
0.5682,0.8461
0.5690,0.8424
0.5699,0.8387
0.5707,0.8461
0.5716,0.8424
0.5724,0.8387
0.5732,0.8424
0.5740,0.8461
0.5747,0.8424
0.5756,0.8424
0.5764,0.8461
0.5772,0.8461
0.5781,0.8424
0.5788,0.8461
0.5796,0.8461
0.5804,0.8461
0.5811,0.8461
0.5819,0.8461
0.5827,0.8461
0.5835,0.8461
0.5843,0.8424
0.5851,0.8461
0.5860,0.8424
0.5869,0.8424
0.5878,0.8424
0.5886,0.8424
0.5894,0.8461
0.5902,0.8461
0.5909,0.8424
0.5916,0.8424
0.5923,0.8424
0.5930,0.8424
0.5938,0.8424
0.5946,0.8387
0.5954,0.8424
0.5962,0.8461
0.5970,0.8461
0.5978,0.8461
0.5986,0.8424
0.5994,0.8424
0.6001,0.8424
0.6008,0.8424
0.6015,0.8424
0.6023,0.8387
0.6030,0.8424
0.6038,0.8424
0.6045,0.8424
0.6052,0.8461
0.6059,0.8461
0.6066,0.8461
0.6075,0.8424
0.6084,0.8424
0.6092,0.8461
0.6100,0.8461
0.6107,0.8424
0.6115,0.8461
0.6122,0.8461
0.6128,0.8461
0.6135,0.8424
0.6141,0.8387
0.6147,0.8461
0.6153,0.8461
0.6159,0.8461
0.6165,0.8424
0.6170,0.8424
0.6177,0.8461
0.6183,0.8387
0.6190,0.8461
0.6196,0.8424
0.6202,0.8461
0.6208,0.8424
0.6214,0.8387
0.6220,0.8461
0.6226,0.8498
0.6232,0.8424
0.6238,0.8461
0.6245,0.8461
0.6253,0.8461
0.6260,0.8461
0.6267,0.8424
0.6274,0.8424
0.6281,0.8461
0.6288,0.8424
0.6296,0.8461
0.6303,0.8424
0.6311,0.8424
0.6318,0.8461
0.6326,0.8424
0.6333,0.8498
0.6340,0.8461
0.6347,0.8424
0.6355,0.8424
0.6363,0.8461
0.6370,0.8424
0.6377,0.8461
0.6384,0.8461
0.6392,0.8424
0.6399,0.8461
0.6406,0.8387
0.6413,0.8424
0.6421,0.8424
0.6428,0.8461
0.6435,0.8424
0.6442,0.8461
0.6450,0.8461
0.6457,0.8461
0.6464,0.8424
0.6472,0.8424
0.6479,0.8461
0.6487,0.8424
0.6494,0.8461
0.6501,0.8498
0.6508,0.8424
0.6515,0.8424
0.6523,0.8461
0.6531,0.8424
0.6539,0.8424
0.6546,0.8461
0.6553,0.8424
0.6560,0.8461
0.6568,0.8424
0.6575,0.8424
0.6582,0.8424
0.6590,0.8461
0.6598,0.8461
0.6605,0.8424
0.6613,0.8424
0.6620,0.8424
0.6627,0.8424
0.6635,0.8424
0.6643,0.8461
0.6650,0.8461
0.6658,0.8461
0.6665,0.8424
0.6672,0.8424
0.6679,0.8461
0.6687,0.8424
0.6695,0.8424
0.6702,0.8461
0.6710,0.8424
0.6718,0.8424
0.6726,0.8424
0.6733,0.8424
0.6741,0.8424
0.6748,0.8424
0.6755,0.8424
0.6763,0.8461
0.6771,0.8424
0.6778,0.8461
0.6785,0.8424
0.6793,0.8424
0.6800,0.8387
0.6808,0.8387
0.6815,0.8461
0.6823,0.8424
0.6830,0.8461
0.6838,0.8461
0.6845,0.8424
0.6853,0.8424
0.6860,0.8424
0.6868,0.8424
0.6875,0.8424
0.6883,0.8461
0.6890,0.8424
0.6898,0.8424
0.6905,0.8424
0.6913,0.8424
0.6920,0.8424
0.6928,0.8461
0.6935,0.8461
0.6943,0.8424
0.6951,0.8461
0.6958,0.8461
0.6965,0.8424
0.6973,0.8424
0.6980,0.8424
0.6988,0.8424
0.6996,0.8387
0.7003,0.8387
0.7012,0.8461
0.7019,0.8424
0.7027,0.8424
0.7035,0.8424
0.7045,0.8424
0.7056,0.8424
0.7067,0.8424
0.7079,0.8424
0.7091,0.8424
0.7100,0.8424
0.7108,0.8424
0.7116,0.8424
0.7123,0.8461
0.7131,0.8387
0.7139,0.8424
0.7147,0.8424
0.7155,0.8424
0.7163,0.8461
0.7170,0.8424
0.7178,0.8424
0.7186,0.8461
0.7195,0.8424
0.7204,0.8387
0.7212,0.8461
0.7220,0.8424
0.7228,0.8424
0.7237,0.8461
0.7245,0.8424
0.7253,0.8424
0.7260,0.8424
0.7268,0.8424
0.7276,0.8424
0.7285,0.8461
0.7293,0.8461
0.7301,0.8461
0.7309,0.8424
0.7317,0.8424
0.7326,0.8387
0.7334,0.8424
0.7342,0.8424
0.7353,0.8424
0.7363,0.8461
0.7372,0.8461
0.7381,0.8461
0.7390,0.8424
0.7400,0.8424
0.7408,0.8461
0.7416,0.8424
0.7425,0.8461
0.7434,0.8461
0.7443,0.8424
0.7451,0.8424
0.7459,0.8387
0.7466,0.8424
0.7474,0.8424
0.7481,0.8461
0.7488,0.8424
0.7496,0.8424
0.7503,0.8424
0.7511,0.8424
0.7518,0.8424
0.7525,0.8424
0.7533,0.8424
0.7540,0.8424
0.7549,0.8424
0.7557,0.8424
0.7566,0.8461
0.7575,0.8424
0.7584,0.8424
0.7592,0.8424
0.7600,0.8461
0.7607,0.8424
0.7614,0.8461
0.7622,0.8424
0.7629,0.8461
0.7637,0.8461
0.7646,0.8461
0.7656,0.8424
0.7665,0.8461
0.7674,0.8424
0.7681,0.8461
0.7689,0.8424
0.7697,0.8387
0.7707,0.8461
0.7716,0.8424
0.7724,0.8424
0.7732,0.8424
0.7740,0.8461
0.7748,0.8424
0.7756,0.8461
0.7764,0.8461
0.7771,0.8461
0.7778,0.8461
0.7785,0.8424
0.7792,0.8424
0.7799,0.8424
0.7806,0.8424
0.7814,0.8461
0.7821,0.8461
0.7828,0.8424
0.7835,0.8387
0.7842,0.8424
0.7850,0.8424
0.7857,0.8461
0.7864,0.8461
0.7871,0.8461
0.7878,0.8461
0.7885,0.8424
0.7892,0.8424
0.7899,0.8461
0.7906,0.8461
0.7914,0.8461
0.7921,0.8461
0.7929,0.8387
0.7937,0.8424
0.7944,0.8424
0.7951,0.8461
0.7959,0.8424
0.7966,0.8461
0.7974,0.8424
0.7981,0.8461
0.7989,0.8424
0.7997,0.8387
0.8004,0.8424
0.8012,0.8424
0.8020,0.8424
0.8027,0.8461
0.8035,0.8424
0.8042,0.8424
0.8050,0.8461
0.8057,0.8461
0.8065,0.8461
0.8072,0.8424
0.8079,0.8424
0.8087,0.8461
0.8095,0.8424
0.8102,0.8461
0.8110,0.8461
0.8117,0.8424
0.8125,0.8461
0.8132,0.8424
0.8140,0.8461
0.8147,0.8424
0.8155,0.8424
0.8163,0.8424
0.8170,0.8387
0.8178,0.8461
0.8186,0.8424
0.8194,0.8424
0.8201,0.8424
0.8209,0.8461
0.8216,0.8461
0.8224,0.8461
0.8231,0.8461
0.8238,0.8424
0.8246,0.8424
0.8254,0.8387
0.8261,0.8424
0.8269,0.8461
0.8276,0.8387
0.8284,0.8424
0.8291,0.8387
0.8299,0.8461
0.8307,0.8461
0.8315,0.8461
0.8322,0.8424
0.8330,0.8424
0.8338,0.8461
0.8345,0.8424
0.8353,0.8461
0.8361,0.8424
0.8368,0.8424
0.8376,0.8461
0.8383,0.8461
0.8391,0.8424
0.8398,0.8424
0.8406,0.8461
0.8413,0.8461
0.8421,0.8461
0.8429,0.8424
0.8437,0.8424
0.8446,0.8461
0.8455,0.8424
0.8463,0.8424
0.8472,0.8424
0.8480,0.8461
0.8488,0.8424
0.8496,0.8461
0.8504,0.8461
0.8513,0.8387
0.8521,0.8424
0.8529,0.8461
0.8537,0.8424
0.8546,0.8461
0.8554,0.8461
0.8563,0.8461
0.8570,0.8387
0.8578,0.8424
0.8586,0.8461
0.8594,0.8424
0.8601,0.8424
0.8609,0.8424
0.8616,0.8424
0.8624,0.8424
0.8632,0.8461
0.8640,0.8461
0.8647,0.8461
0.8655,0.8424
0.8665,0.8424
0.8674,0.8424
0.8682,0.8424
0.8691,0.8461
0.8698,0.8424
0.8706,0.8461
0.8714,0.8461
0.8721,0.8424
0.8727,0.8424
0.8733,0.8461
0.8739,0.8461
0.8745,0.8461
0.8752,0.8461
0.8758,0.8424
0.8764,0.8498
0.8770,0.8461
0.8776,0.8461
0.8782,0.8461
0.8788,0.8424
0.8794,0.8424
0.8800,0.8424
0.8806,0.8424
0.8813,0.8461
0.8819,0.8461
0.8825,0.8424
0.8831,0.8461
0.8839,0.8424
0.8846,0.8424
0.8853,0.8461
0.8860,0.8424
0.8867,0.8461
0.8873,0.8424
0.8880,0.8424
0.8888,0.8424
0.8895,0.8387
0.8903,0.8461
0.8910,0.8424
0.8918,0.8424
0.8926,0.8461
0.8933,0.8424
0.8941,0.8424
0.8948,0.8424
0.8956,0.8461
0.8964,0.8461
0.8971,0.8461
0.8979,0.8461
0.8986,0.8461
0.8994,0.8461
0.9002,0.8424
0.9009,0.8461
0.9017,0.8424
0.9025,0.8461
0.9033,0.8424
0.9041,0.8461
0.9049,0.8461
0.9056,0.8424
0.9064,0.8424
0.9072,0.8424
0.9079,0.8424
0.9087,0.8461
0.9094,0.8461
0.9101,0.8424
0.9108,0.8461
0.9116,0.8424
0.9123,0.8424
0.9131,0.8461
0.9139,0.8424
0.9147,0.8461
0.9154,0.8424
0.9162,0.8461
0.9170,0.8424
0.9177,0.8424
0.9185,0.8424
0.9193,0.8424
0.9201,0.8424
0.9208,0.8424
0.9216,0.8424
0.9223,0.8387
0.9231,0.8461
0.9239,0.8424
0.9246,0.8461
0.9254,0.8461
0.9262,0.8424
0.9270,0.8424
0.9277,0.8461
0.9284,0.8461
0.9291,0.8424
0.9298,0.8424
0.9306,0.8424
0.9313,0.8424
0.9321,0.8424
0.9329,0.8424
0.9336,0.8424
0.9343,0.8461
0.9351,0.8424
0.9360,0.8424
0.9367,0.8461
0.9375,0.8461
0.9382,0.8424
0.9390,0.8461
0.9397,0.8424
0.9404,0.8424
0.9412,0.8424
0.9419,0.8461
0.9427,0.8424
0.9434,0.8461
0.9442,0.8424
0.9450,0.8461
0.9458,0.8424
0.9466,0.8461
0.9474,0.8424
0.9481,0.8424
0.9489,0.8461
0.9496,0.8461
0.9503,0.8424
0.9511,0.8424
0.9518,0.8424
0.9526,0.8461
0.9534,0.8461
0.9541,0.8461
0.9549,0.8461
0.9556,0.8461
0.9564,0.8424
0.9571,0.8424
0.9579,0.8424
0.9586,0.8424
0.9593,0.8424
0.9601,0.8498
0.9608,0.8424
0.9616,0.8424
0.9623,0.8461
0.9630,0.8424
0.9638,0.8424
0.9645,0.8424
0.9653,0.8461
0.9661,0.8424
0.9668,0.8461
0.9675,0.8461
0.9683,0.8461
0.9691,0.8424
0.9698,0.8461
0.9706,0.8424
0.9713,0.8461
0.9721,0.8424
0.9728,0.8461
0.9736,0.8424
0.9743,0.8461
0.9751,0.8424
0.9759,0.8461
0.9766,0.8387
0.9774,0.8424
0.9781,0.8424
0.9789,0.8424
0.9796,0.8387
0.9804,0.8461
0.9812,0.8424
0.9819,0.8387
0.9827,0.8461
0.9834,0.8461
0.9842,0.8461
0.9850,0.8424
0.9857,0.8424
0.9865,0.8461
0.9872,0.8424
0.9879,0.8387
0.9887,0.8387
0.9894,0.8387
0.9902,0.8387
0.9909,0.8461
0.9917,0.8424
0.9924,0.8424
0.9931,0.8461
0.9939,0.8387
0.9947,0.8424
0.9954,0.8424
0.9962,0.8424
0.9969,0.8424
0.9977,0.8424
0.9984,0.8424
0.9992,0.8424
1.0000,0.8424
1.0007,0.8387
1.0014,0.8461
1.0022,0.8461
1.0030,0.8424
1.0037,0.8424
1.0045,0.8424
1.0052,0.8461
1.0060,0.8424
1.0067,0.8424
1.0075,0.8424
1.0082,0.8424
1.0090,0.8461
1.0101,0.8424
1.0112,0.8461
1.0120,0.8424
1.0131,0.8424
1.0143,0.8424
1.0154,0.8424
1.0162,0.8461
1.0170,0.8424
1.0179,0.8424
1.0187,0.8461
1.0195,0.8461
1.0203,0.8424
1.0212,0.8424
1.0220,0.8424
1.0228,0.8424
1.0236,0.8461
1.0245,0.8387
1.0253,0.8424
1.0261,0.8424
1.0269,0.8424
1.0277,0.8424
1.0285,0.8424
1.0294,0.8424
1.0302,0.8461
1.0310,0.8387
1.0318,0.8387
1.0327,0.8424
1.0335,0.8424
1.0343,0.8461
1.0351,0.8461
1.0359,0.8424
1.0368,0.8424
1.0377,0.8461
1.0385,0.8461
1.0394,0.8424
1.0402,0.8424
1.0410,0.8424
1.0419,0.8350
1.0427,0.8387
1.0436,0.8387
1.0444,0.8424
1.0452,0.8424
1.0462,0.8424
1.0472,0.8424
1.0482,0.8461
1.0490,0.8424
1.0499,0.8461
1.0509,0.8461
1.0518,0.8424
1.0527,0.8461
1.0535,0.8387
1.0543,0.8461
1.0550,0.8424
1.0559,0.8461
1.0568,0.8424
1.0577,0.8461
1.0588,0.8424
1.0596,0.8461
1.0604,0.8461
1.0612,0.8424
1.0620,0.8461
1.0628,0.8387
1.0637,0.8461
1.0645,0.8424
1.0653,0.8424
