Время[с],Напряжение[В]
0.1771,1.1875
0.1779,1.1875
0.1788,1.1875
0.1796,1.1875
0.1804,1.1875
0.1812,1.1875
0.1820,1.1875
0.1827,1.1875
0.1835,1.1912
0.1844,1.1838
0.1852,1.1912
0.1859,1.1912
0.1867,1.1875
0.1874,1.1875
0.1882,1.1912
0.1889,1.1875
0.1896,1.1875
0.1915,1.1912
0.1924,1.1875
0.1935,1.1838
0.1944,1.1912
0.1953,1.1875
0.1962,1.1801
0.1970,1.1875
0.1978,1.1875
0.1986,1.1875
0.1995,1.1875
0.2003,1.1875
0.2011,1.1875
0.2019,1.1801
0.2028,1.1875
0.2035,1.1875
0.2043,1.1875
0.2052,1.1875
0.2061,1.1912
0.2070,1.1912
0.2078,1.1875
0.2088,1.1912
0.2097,1.1912
0.2105,1.1838
0.2113,1.1875
0.2122,1.1875
0.2132,1.1875
0.2142,1.1875
0.2151,1.1838
0.2160,1.1912
0.2169,1.1875
0.2177,1.1912
0.2187,1.1912
0.2195,1.1912
0.2203,1.1875
0.2212,1.1875
0.2219,1.1875
0.2227,1.1875
0.2235,1.1875
0.2244,1.1912
0.2251,1.1912
0.2262,1.1912
0.2273,1.1875
0.2286,1.1875
0.2298,1.1875
0.2306,1.1875
0.2315,1.1875
0.2323,1.1875
0.2331,1.1912
0.2342,1.1875
0.2351,1.1912
0.2359,1.1875
0.2366,1.1875
0.2372,1.1912
0.2379,1.1912
0.2388,1.1875
0.2395,1.1912
0.2402,1.1875
0.2409,1.1875
0.2415,1.1912
0.2421,1.1875
0.2428,1.1912
0.2434,1.1875
0.2441,1.1875
0.2447,1.1875
0.2454,1.1912
0.2461,1.1875
0.2468,1.1875
0.2474,1.1838
0.2481,1.1875
0.2487,1.1912
0.2494,1.1912
0.2500,1.1912
0.2507,1.1838
0.2514,1.1875
0.2520,1.1875
0.2527,1.1912
0.2533,1.1838
0.2540,1.1912
0.2547,1.1875
0.2554,1.1875
0.2560,1.1875
0.2567,1.1875
0.2573,1.1875
0.2580,1.1912
0.2587,1.1838
0.2594,1.1875
0.2600,1.1875
0.2607,1.1912
0.2614,1.1912
0.2621,1.1875
0.2627,1.1875
0.2633,1.1912
0.2639,1.1912
0.2645,1.1875
0.2652,1.1875
0.2658,1.1875
0.2664,1.1875
0.2671,1.1875
0.2677,1.1875
0.2683,1.1875
0.2689,1.1875
0.2695,1.1875
0.2702,1.1912
0.2708,1.1838
0.2714,1.1875
0.2720,1.1875
0.2726,1.1875
0.2732,1.1875
0.2738,1.1838
0.2745,1.1875
0.2751,1.1875
0.2758,1.1875
0.2764,1.1912
0.2770,1.1875
0.2777,1.1875
0.2784,1.1912
0.2790,1.1875
0.2797,1.1912
0.2803,1.1875
0.2811,1.1875
0.2818,1.1912
0.2825,1.1875
0.2831,1.1875
0.2839,1.1875
0.2846,1.1875
0.2853,1.1875
0.2860,1.1875
0.2867,1.1912
0.2874,1.1912
0.2881,1.1912
0.2888,1.1875
0.2895,1.1912
0.2902,1.1875
0.2909,1.1875
0.2916,1.1875
0.2923,1.1875
0.2930,1.1875
0.2937,1.1838
0.2944,1.1912
0.2952,1.1912
0.2958,1.1875
0.2965,1.1912
0.2972,1.1875
0.2979,1.1875
0.2986,1.1875
0.2993,1.1912
0.3000,1.1875
0.3007,1.1875
0.3014,1.1875
0.3021,1.1875
0.3028,1.1875
0.3035,1.1912
0.3042,1.1875
0.3049,1.1875
0.3056,1.1875
0.3063,1.1838
0.3070,1.1838
0.3077,1.1912
0.3083,1.1912
0.3090,1.1875
0.3097,1.1875
0.3105,1.1875
0.3112,1.1875
0.3119,1.1912
0.3126,1.1838
0.3133,1.1875
0.3140,1.1875
0.3147,1.1912
0.3154,1.1838
0.3161,1.1875
0.3168,1.1912
0.3175,1.1912
0.3182,1.1912
0.3189,1.1801
0.3196,1.1875
0.3203,1.1875
0.3210,1.1875
0.3216,1.1875
0.3223,1.1875
0.3230,1.1912
0.3237,1.1801
0.3244,1.1912
0.3251,1.1875
0.3258,1.1912
0.3265,1.1875
0.3272,1.1801
0.3280,1.1875
0.3287,1.1875
0.3294,1.1875
0.3301,1.1875
0.3308,1.1875
0.3315,1.1912
0.3322,1.1912
0.3329,1.1875
0.3336,1.1912
0.3343,1.1912
0.3350,1.1875
0.3357,1.1912
0.3364,1.1875
0.3371,1.1875
0.3378,1.1875
0.3385,1.1875
0.3392,1.1875
0.3400,1.1875
0.3409,1.1912
0.3418,1.1912
0.3425,1.1912
0.3436,1.1912
0.3445,1.1912
0.3453,1.1912
0.3460,1.1838
0.3468,1.1801
0.3475,1.1875
0.3483,1.1875
0.3491,1.1875
0.3499,1.1912
0.3506,1.1875
0.3514,1.1875
0.3521,1.1875
0.3529,1.1912
0.3536,1.1912
0.3544,1.1875
0.3552,1.1875
0.3559,1.1875
0.3566,1.1875
0.3574,1.1875
0.3580,1.1838
0.3588,1.1912
0.3595,1.1875
0.3602,1.1875
0.3610,1.1875
0.3617,1.1912
0.3625,1.1875
0.3633,1.1875
0.3642,1.1912
0.3650,1.1912
0.3657,1.1912
0.3666,1.1875
0.3674,1.1912
0.3682,1.1875
0.3690,1.1912
0.3698,1.1912
0.3706,1.1875
0.3714,1.1838
0.3722,1.1875
0.3730,1.1875
0.3738,1.1875
0.3746,1.1912
0.3754,1.1875
0.3762,1.1875
0.3770,1.1875
0.3778,1.1912
0.3786,1.1875
0.3794,1.1838
0.3801,1.1875
0.3809,1.1801
0.3817,1.1875
0.3825,1.1875
0.3833,1.1875
0.3840,1.1875
0.3847,1.1875
0.3854,1.1875
0.3862,1.1875
0.3869,1.1875
0.3876,1.1875
0.3883,1.1875
0.3890,1.1838
0.3898,1.1875
0.3905,1.1875
0.3913,1.1875
0.3920,1.1875
0.3927,1.1801
0.3934,1.1875
0.3942,1.1875
0.3949,1.1838
0.3956,1.1838
0.3964,1.1875
0.3972,1.1875
0.3980,1.1875
0.3988,1.1875
0.3996,1.1875
0.4004,1.1912
0.4013,1.1912
0.4022,1.1875
0.4030,1.1875
0.4039,1.1875
0.4047,1.1875
0.4056,1.1875
0.4064,1.1912
0.4071,1.1875
0.4079,1.1875
0.4087,1.1875
0.4094,1.1838
0.4102,1.1875
0.4110,1.1875
0.4123,1.1912
0.4136,1.1875
0.4149,1.1838
0.4158,1.1875
0.4183,1.1875
0.4193,1.1875
0.4205,1.1912
0.4215,1.1875
0.4226,1.1875
0.4236,1.1838
0.4246,1.1875
0.4267,1.1912
0.4276,1.1875
0.4285,1.1875
0.4295,1.1838
0.4305,1.1912
0.4313,1.1912
0.4320,1.1912
0.4328,1.1875
0.4336,1.1875
0.4344,1.1912
0.4351,1.1875
0.4359,1.1875
0.4367,1.1875
0.4374,1.1838
0.4382,1.1875
0.4389,1.1875
0.4396,1.1875
0.4403,1.1875
0.4410,1.1912
0.4417,1.1875
0.4424,1.1875
0.4431,1.1875
0.4437,1.1875
0.4445,1.1912
0.4453,1.1912
0.4460,1.1912
0.4467,1.1838
0.4474,1.1912
0.4481,1.1875
0.4488,1.1838
0.4495,1.1875
0.4502,1.1875
0.4509,1.1875
0.4517,1.1875
0.4526,1.1875
0.4533,1.1875
0.4540,1.1838
0.4547,1.1875
0.4554,1.1838
0.4562,1.1875
0.4570,1.1912
0.4577,1.1875
0.4584,1.1912
0.4592,1.1875
0.4599,1.1875
0.4607,1.1875
0.4615,1.1875
0.4623,1.1875
0.4630,1.1875
0.4637,1.1838
0.4644,1.1838
0.4652,1.1912
0.4659,1.1838
0.4666,1.1875
0.4674,1.1875
0.4681,1.1838
0.4688,1.1875
0.4695,1.1875
0.4703,1.1838
0.4711,1.1912
0.4720,1.1875
0.4728,1.1875
0.4736,1.1912
0.4744,1.1875
0.4752,1.1875
0.4761,1.1875
0.4769,1.1875
0.4777,1.1875
0.4785,1.1875
0.4793,1.1875
0.4801,1.1912
0.4809,1.1912
0.4818,1.1875
0.4825,1.1875
0.4834,1.1875
0.4842,1.1838
0.4851,1.1875
0.4860,1.1875
0.4868,1.1875
0.4876,1.1875
0.4884,1.1875
0.4892,1.1875
0.4900,1.1875
0.4908,1.1912
0.4915,1.1875
0.4922,1.1875
0.4930,1.1875
0.4939,1.1912
0.4947,1.1875
0.4957,1.1912
0.4966,1.1875
0.4974,1.1875
0.4982,1.1912
0.4990,1.1838
0.4999,1.1875
0.5007,1.1875
0.5015,1.1875
0.5022,1.1912
0.5030,1.1875
0.5038,1.1801
0.5046,1.1912
0.5055,1.1912
0.5063,1.1912
0.5070,1.1875
0.5079,1.1875
0.5087,1.1912
0.5096,1.1912
0.5105,1.1875
0.5113,1.1875
0.5121,1.1912
0.5129,1.1875
0.5137,1.1875
0.5145,1.1875
0.5153,1.1801
0.5161,1.1875
0.5169,1.1912
0.5177,1.1875
0.5185,1.1875
0.5194,1.1912
0.5204,1.1912
0.5213,1.1875
0.5222,1.1875
0.5230,1.1875
0.5238,1.1875
0.5245,1.1875
0.5253,1.1912
0.5260,1.1912
0.5266,1.1875
0.5272,1.1875
0.5279,1.1875
0.5285,1.1838
0.5291,1.1875
0.5297,1.1875
0.5303,1.1875
0.5309,1.1912
0.5314,1.1875
0.5320,1.1875
0.5326,1.1875
0.5332,1.1875
0.5338,1.1912
0.5344,1.1875
0.5350,1.1875
0.5355,1.1875
0.5361,1.1912
0.5367,1.1875
0.5373,1.1875
0.5379,1.1912
0.5385,1.1838
0.5392,1.1912
0.5397,1.1912
0.5404,1.1875
0.5411,1.1838
0.5417,1.1875
0.5424,1.1912
0.5431,1.1875
0.5439,1.1838
0.5446,1.1875
0.5453,1.1912
0.5460,1.1875
0.5467,1.1912
0.5475,1.1875
0.5482,1.1875
0.5489,1.1912
0.5497,1.1875
0.5504,1.1875
0.5511,1.1875
0.5518,1.1838
0.5525,1.1875
0.5533,1.1875
0.5542,1.1875
0.5550,1.1801
0.5557,1.1875
0.5565,1.1912
0.5572,1.1875
0.5580,1.1875
0.5587,1.1912
0.5595,1.1875
0.5602,1.1912
0.5609,1.1912
0.5616,1.1875
0.5623,1.1875
0.5630,1.1875
0.5638,1.1838
0.5645,1.1838
0.5653,1.1875
0.5660,1.1875
0.5666,1.1875
0.5673,1.1912
0.5679,1.1875
0.5686,1.1875
0.5693,1.1875
0.5699,1.1912
0.5706,1.1875
0.5712,1.1838
0.5719,1.1875
0.5725,1.1875
0.5732,1.1875
0.5739,1.1912
0.5747,1.1912
0.5754,1.1875
0.5762,1.1838
0.5769,1.1875
0.5776,1.1875
0.5783,1.1838
0.5791,1.1912
0.5800,1.1912
0.5808,1.1875
0.5815,1.1875
0.5821,1.1875
0.5828,1.1875
0.5835,1.1875
0.5842,1.1912
0.5851,1.1912
0.5858,1.1912
0.5866,1.1875
0.5872,1.1912
0.5879,1.1875
0.5885,1.1912
0.5894,1.1875
0.5902,1.1875
0.5909,1.1801
0.5917,1.1875
0.5924,1.1875
0.5932,1.1912
0.5940,1.1875
0.5947,1.1912
0.5953,1.1912
0.5960,1.1912
0.5967,1.1875
0.5975,1.1875
0.5982,1.1875
0.5988,1.1801
0.5995,1.1875
0.6002,1.1912
0.6009,1.1875
0.6016,1.1912
0.6023,1.1838
0.6031,1.1875
0.6038,1.1875
0.6046,1.1875
0.6053,1.1875
0.6061,1.1912
0.6068,1.1875
0.6075,1.1912
0.6082,1.1875
0.6089,1.1875
0.6096,1.1912
0.6103,1.1875
0.6111,1.1875
0.6118,1.1875
0.6126,1.1912
0.6133,1.1875
0.6140,1.1912
0.6147,1.1875
0.6155,1.1912
0.6162,1.1875
0.6169,1.1912
0.6176,1.1875
0.6184,1.1801
0.6191,1.1912
0.6198,1.1875
0.6205,1.1875
0.6212,1.1875
0.6219,1.1875
0.6226,1.1912
0.6233,1.1912
0.6240,1.1875
0.6246,1.1875
0.6253,1.1875
0.6260,1.1912
0.6267,1.1875
0.6274,1.1912
0.6282,1.1875
0.6288,1.1875
0.6295,1.1875
0.6302,1.1912
0.6309,1.1801
0.6316,1.1875
0.6324,1.1875
0.6331,1.1875
0.6342,1.1912
0.6352,1.1875
0.6361,1.1875
0.6373,1.1875
0.6382,1.1875
0.6389,1.1875
0.6397,1.1875
0.6404,1.1875
0.6411,1.1912
0.6419,1.1875
0.6427,1.1875
0.6434,1.1912
0.6442,1.1875
0.6450,1.1912
0.6458,1.1912
0.6465,1.1875
0.6473,1.1912
0.6481,1.1912
0.6489,1.1875
0.6496,1.1912
0.6503,1.1875
0.6511,1.1875
0.6518,1.1912
0.6525,1.1875
0.6532,1.1875
0.6539,1.1875
0.6547,1.1875
0.6554,1.1912
0.6562,1.1875
0.6570,1.1875
0.6579,1.1875
0.6586,1.1875
0.6593,1.1875
0.6601,1.1875
0.6608,1.1912
0.6616,1.1875
0.6624,1.1875
0.6631,1.1875
0.6639,1.1912
0.6647,1.1875
0.6655,1.1875
0.6663,1.1875
0.6671,1.1875
0.6679,1.1875
0.6688,1.1875
0.6696,1.1875
0.6705,1.1875
0.6713,1.1875
0.6722,1.1875
0.6730,1.1912
0.6738,1.1912
0.6747,1.1912
0.6755,1.1875
0.6763,1.1875
0.6771,1.1912
0.6779,1.1875
0.6787,1.1875
0.6795,1.1875
0.6802,1.1875
0.6810,1.1838
0.6818,1.1912
0.6826,1.1875
0.6833,1.1875
0.6841,1.1875
0.6848,1.1875
0.6855,1.1912
0.6863,1.1875
0.6870,1.1912
0.6878,1.1875
0.6886,1.1875
0.6893,1.1912
0.6900,1.1912
0.6908,1.1875
0.6916,1.1875
0.6924,1.1875
0.6933,1.1912
0.6941,1.1875
0.6949,1.1838
0.6958,1.1875
0.6967,1.1875
0.6975,1.1875
0.6984,1.1875
0.6992,1.1875
0.7001,1.1912
0.7009,1.1875
0.7018,1.1875
0.7026,1.1875
0.7033,1.1912
0.7041,1.1912
0.7051,1.1838
0.7062,1.1875
0.7074,1.1875
0.7084,1.1875
0.7092,1.1912
0.7101,1.1875
0.7119,1.1875
0.7129,1.1875
0.7139,1.1912
0.7149,1.1875
0.7162,1.1875
0.7171,1.1912
0.7179,1.1912
0.7186,1.1875
0.7193,1.1912
0.7200,1.1875
0.7207,1.1875
0.7214,1.1875
0.7220,1.1875
0.7226,1.1875
0.7233,1.1875
0.7239,1.1912
0.7246,1.1875
0.7253,1.1875
0.7259,1.1875
0.7266,1.1875
0.7272,1.1875
0.7280,1.1875
0.7287,1.1875
0.7294,1.1912
0.7301,1.1875
0.7308,1.1875
0.7315,1.1875
0.7322,1.1875
0.7330,1.1875
0.7337,1.1838
0.7345,1.1912
0.7353,1.1875
0.7361,1.1875
0.7368,1.1875
0.7375,1.1912
0.7382,1.1875
0.7388,1.1912
0.7395,1.1875
0.7402,1.1875
0.7410,1.1912
0.7417,1.1875
0.7426,1.1875
0.7434,1.1875
0.7442,1.1875
0.7450,1.1912
0.7459,1.1875
0.7466,1.1838
0.7474,1.1875
0.7481,1.1875
0.7489,1.1875
0.7497,1.1912
0.7505,1.1912
0.7513,1.1875
0.7521,1.1875
0.7529,1.1875
0.7537,1.1875
0.7545,1.1875
0.7553,1.1875
0.7562,1.1875
0.7569,1.1875
0.7577,1.1875
0.7584,1.1912
0.7591,1.1912
0.7599,1.1875
0.7606,1.1875
0.7613,1.1912
0.7621,1.1912
0.7628,1.1875
0.7635,1.1875
0.7642,1.1875
0.7649,1.1875
0.7656,1.1875
0.7663,1.1912
0.7670,1.1912
0.7678,1.1875
0.7685,1.1912
0.7691,1.1875
0.7699,1.1838
0.7706,1.1801
0.7713,1.1912
0.7720,1.1875
0.7727,1.1875
0.7734,1.1912
0.7741,1.1912
0.7748,1.1875
0.7755,1.1875
0.7762,1.1875
0.7769,1.1912
0.7776,1.1875
0.7783,1.1875
0.7790,1.1875
0.7797,1.1875
0.7840,1.1875
0.7848,1.1838
0.7856,1.1875
0.7863,1.1912
0.7871,1.1875
0.7878,1.1875
0.7886,1.1875
0.7893,1.1912
0.7901,1.1875
0.7909,1.1875
0.7917,1.1875
0.7925,1.1875
0.7933,1.1912
0.7941,1.1875
0.7949,1.1801
0.7957,1.1875
0.7964,1.1875
0.7972,1.1875
0.7979,1.1875
0.7987,1.1875
0.7995,1.1875
0.8003,1.1875
0.8010,1.1912
0.8018,1.1875
0.8026,1.1912
0.8033,1.1912
0.8041,1.1912
0.8049,1.1875
0.8056,1.1875
0.8063,1.1875
0.8071,1.1875
0.8079,1.1875
0.8086,1.1912
0.8095,1.1875
0.8103,1.1912
0.8111,1.1875
0.8119,1.1875
0.8128,1.1875
0.8136,1.1875
0.8145,1.1875
0.8153,1.1875
0.8161,1.1838
0.8169,1.1875
0.8177,1.1838
0.8185,1.1875
0.8194,1.1875
0.8202,1.1875
0.8211,1.1912
0.8219,1.1875
0.8227,1.1912
0.8235,1.1875
0.8243,1.1875
0.8251,1.1875
0.8260,1.1912
0.8268,1.1875
0.8276,1.1875
0.8284,1.1875
0.8291,1.1875
0.8299,1.1875
0.8307,1.1875
0.8314,1.1838
0.8322,1.1912
0.8330,1.1912
0.8337,1.1912
0.8345,1.1912
0.8353,1.1875
0.8360,1.1875
0.8368,1.1875
0.8374,1.1875
0.8382,1.1912
0.8389,1.1912
0.8396,1.1875
0.8404,1.1875
0.8412,1.1875
0.8420,1.1875
0.8428,1.1875
0.8436,1.1875
0.8443,1.1875
0.8451,1.1912
0.8458,1.1875
0.8465,1.1875
0.8472,1.1875
0.8479,1.1875
0.8486,1.1912
0.8493,1.1912
0.8500,1.1875
0.8507,1.1912
0.8515,1.1875
0.8522,1.1875
0.8529,1.1875
0.8536,1.1801
0.8544,1.1875
0.8552,1.1875
0.8559,1.1875
0.8567,1.1875
0.8574,1.1875
0.8581,1.1875
0.8588,1.1875
0.8595,1.1875
0.8620,1.1875
0.8628,1.1912
0.8635,1.1912
0.8643,1.1912
0.8651,1.1838
0.8659,1.1912
0.8667,1.1875
0.8675,1.1875
0.8683,1.1875
0.8691,1.1875
0.8700,1.1875
0.8707,1.1875
0.8715,1.1875
0.8723,1.1875
0.8731,1.1875
0.8739,1.1875
0.8747,1.1875
0.8755,1.1875
0.8763,1.1875
0.8771,1.1875
0.8780,1.1838
0.8787,1.1875
0.8795,1.1875
0.8803,1.1912
0.8811,1.1875
0.8819,1.1875
0.8827,1.1875
0.8835,1.1912
0.8843,1.1875
0.8851,1.1875
0.8859,1.1875
0.8867,1.1912
0.8875,1.1875
0.8883,1.1875
0.8891,1.1875
0.8899,1.1912
0.8907,1.1875
0.8915,1.1875
0.8923,1.1875
0.8931,1.1875
0.8939,1.1875
0.8947,1.1875
0.8955,1.1912
0.8963,1.1875
0.8971,1.1875
0.8979,1.1875
0.8987,1.1875
0.8995,1.1875
0.9002,1.1875
0.9010,1.1875
0.9018,1.1875
0.9026,1.1875
0.9034,1.1875
0.9042,1.1912
0.9050,1.1875
0.9058,1.1875
0.9066,1.1875
0.9075,1.1875
0.9083,1.1875
0.9091,1.1875
0.9099,1.1875
0.9108,1.1875
0.9116,1.1875
0.9124,1.1875
0.9132,1.1875
0.9141,1.1875
0.9150,1.1875
0.9157,1.1838
0.9165,1.1875
0.9173,1.1838
0.9182,1.1875
0.9190,1.1801
0.9198,1.1912
0.9206,1.1912
0.9213,1.1912
0.9221,1.1912
0.9229,1.1875
0.9237,1.1875
0.9244,1.1875
0.9252,1.1875
0.9259,1.1875
0.9267,1.1875
0.9275,1.1875
0.9282,1.1875
0.9290,1.1875
0.9297,1.1875
0.9304,1.1875
0.9311,1.1875
0.9318,1.1875
0.9325,1.1912
0.9332,1.1838
0.9339,1.1875
0.9346,1.1912
0.9353,1.1912
0.9360,1.1875
0.9368,1.1912
0.9376,1.1875
0.9383,1.1875
0.9391,1.1875
0.9399,1.1875
0.9407,1.1875
0.9414,1.1875
0.9423,1.1875
0.9431,1.1838
0.9439,1.1875
0.9447,1.1912
0.9455,1.1875
0.9463,1.1875
0.9471,1.1875
0.9479,1.1875
0.9488,1.1838
0.9496,1.1875
0.9504,1.1875
0.9512,1.1875
0.9519,1.1875
0.9527,1.1875
0.9534,1.1875
0.9542,1.1875
0.9550,1.1875
0.9558,1.1875
0.9565,1.1801
0.9573,1.1875
0.9581,1.1801
0.9589,1.1875
0.9596,1.1875
0.9604,1.1875
0.9612,1.1875
0.9620,1.1875
0.9628,1.1875
0.9636,1.1875
0.9645,1.1875
0.9653,1.1838
0.9661,1.1875
0.9669,1.1912
0.9677,1.1912
0.9685,1.1875
0.9693,1.1875
0.9701,1.1875
0.9708,1.1912
0.9715,1.1875
0.9722,1.1912
0.9729,1.1875
0.9736,1.1912
0.9743,1.1875
0.9750,1.1875
0.9757,1.1875
0.9765,1.1875
0.9772,1.1949
0.9779,1.1875
0.9786,1.1875
0.9793,1.1838
0.9800,1.1838
0.9808,1.1875
0.9816,1.1912
0.9824,1.1875
0.9832,1.1875
0.9840,1.1875
0.9848,1.1875
0.9856,1.1875
0.9864,1.1875
0.9872,1.1912
0.9880,1.1875
0.9887,1.1875
0.9895,1.1912
0.9903,1.1875
0.9912,1.1875
0.9919,1.1912
0.9927,1.1838
0.9935,1.1912
0.9943,1.1875
0.9951,1.1912
0.9959,1.1875
0.9967,1.1912
0.9975,1.1912
0.9983,1.1875
0.9991,1.1912
0.9999,1.1912
1.0007,1.1838
1.0015,1.1875
1.0023,1.1875
1.0031,1.1875
1.0039,1.1875
1.0047,1.1875
1.0055,1.1912
1.0063,1.1912
1.0071,1.1875
1.0078,1.1875
1.0086,1.1912
1.0094,1.1875
1.0102,1.1875
1.0110,1.1875
1.0118,1.1875
1.0126,1.1875
1.0134,1.1912
1.0142,1.1875
1.0150,1.1875
1.0158,1.1912
1.0166,1.1875
1.0174,1.1875
1.0182,1.1875
1.0190,1.1912
1.0199,1.1875
1.0207,1.1875
1.0215,1.1875
1.0223,1.1912
1.0231,1.1875
1.0239,1.1875
1.0246,1.1875
1.0255,1.1875
1.0263,1.1875
1.0271,1.1912
1.0278,1.1875
1.0286,1.1875
1.0294,1.1875
1.0302,1.1875
1.0310,1.1912
1.0318,1.1875
1.0325,1.1875
1.0333,1.1875
1.0340,1.1875
1.0348,1.1875
1.0355,1.1912
1.0363,1.1912
1.0371,1.1875
1.0378,1.1912
1.0385,1.1875
1.0393,1.1875
1.0400,1.1838
1.0407,1.1912
1.0415,1.1838
1.0422,1.1875
1.0429,1.1875
1.0437,1.1875
1.0445,1.1912
1.0452,1.1875
1.0459,1.1875
1.0466,1.1875
1.0473,1.1912
1.0480,1.1875
1.0488,1.1875
1.0495,1.1875
1.0502,1.1875
1.0510,1.1912
1.0517,1.1875
1.0525,1.1875
1.0532,1.1875
1.0539,1.1875
1.0547,1.1875
1.0554,1.1875
1.0561,1.1875
1.0569,1.1875
1.0576,1.1912
1.0583,1.1875
1.0591,1.1875
1.0599,1.1875
1.0606,1.1875
1.0613,1.1875
1.0621,1.1875
1.0629,1.1875
1.0636,1.1875
1.0645,1.1875
1.0653,1.1875
1.0660,1.1912
1.0668,1.1875
1.0675,1.1875
