Время[с],Напряжение[В]
8.8885,1.4770
8.8896,1.4732
8.8907,1.4807
8.8919,1.4807
8.8930,1.4770
8.8941,1.4807
8.8951,1.4732
8.8962,1.4770
8.8973,1.4770
8.8983,1.4732
8.8994,1.4770
8.9005,1.4807
8.9016,1.4807
8.9026,1.4770
8.9037,1.4807
8.9048,1.4770
8.9059,1.4770
8.9069,1.4770
8.9080,1.4807
8.9091,1.4770
8.9101,1.4770
8.9113,1.4807
8.9123,1.4807
8.9134,1.4770
8.9145,1.4732
8.9156,1.4732
8.9166,1.4770
8.9177,1.4807
8.9188,1.4770
8.9198,1.4807
8.9209,1.4770
8.9220,1.4807
8.9230,1.4732
8.9241,1.4770
8.9252,1.4732
8.9263,1.4770
8.9274,1.4732
8.9284,1.4770
8.9295,1.4770
8.9306,1.4807
8.9316,1.4770
8.9327,1.4732
8.9338,1.4807
8.9348,1.4807
8.9359,1.4807
8.9370,1.4770
8.9381,1.4770
8.9392,1.4770
8.9403,1.4770
8.9414,1.4770
8.9425,1.4770
8.9437,1.4770
8.9452,1.4732
8.9465,1.4770
8.9479,1.4770
8.9492,1.4770
8.9506,1.4732
8.9517,1.4770
8.9528,1.4695
8.9539,1.4770
8.9550,1.4732
8.9561,1.4770
8.9572,1.4770
8.9584,1.4770
8.9597,1.4807
8.9608,1.4770
8.9620,1.4770
8.9633,1.4695
8.9646,1.4770
8.9658,1.4770
8.9670,1.4732
8.9682,1.4770
8.9695,1.4770
8.9706,1.4770
8.9717,1.4732
8.9729,1.4732
8.9740,1.4770
8.9751,1.4770
8.9761,1.4770
8.9771,1.4770
8.9782,1.4770
8.9792,1.4732
8.9804,1.4732
8.9816,1.4770
8.9827,1.4770
8.9837,1.4770
8.9847,1.4732
8.9857,1.4732
8.9867,1.4770
8.9877,1.4770
8.9886,1.4770
8.9896,1.4770
8.9906,1.4732
8.9915,1.4770
8.9924,1.4732
8.9934,1.4732
8.9943,1.4732
8.9953,1.4695
8.9962,1.4732
8.9972,1.4732
8.9982,1.4770
8.9992,1.4732
9.0001,1.4732
9.0010,1.4770
9.0020,1.4807
9.0030,1.4732
9.0041,1.4770
9.0050,1.4732
9.0060,1.4770
9.0070,1.4732
9.0080,1.4770
9.0090,1.4770
9.0100,1.4695
9.0110,1.4695
9.0119,1.4695
9.0131,1.4770
9.0141,1.4770
9.0151,1.4770
9.0160,1.4770
9.0170,1.4732
9.0180,1.4695
9.0193,1.4770
9.0204,1.4732
9.0213,1.4732
9.0223,1.4732
9.0232,1.4732
9.0242,1.4732
9.0251,1.4770
9.0261,1.4770
9.0270,1.4732
9.0281,1.4695
9.0290,1.4770
9.0300,1.4732
9.0309,1.4732
9.0318,1.4770
9.0328,1.4732
9.0338,1.4732
9.0347,1.4732
9.0356,1.4770
9.0368,1.4695
9.0378,1.4732
9.0388,1.4695
9.0397,1.4732
9.0407,1.4770
9.0416,1.4695
9.0426,1.4695
9.0436,1.4732
9.0445,1.4732
9.0455,1.4770
9.0464,1.4695
9.0474,1.4695
9.0484,1.4732
9.0493,1.4770
9.0503,1.4732
9.0512,1.4732
9.0522,1.4732
9.0532,1.4732
9.0542,1.4732
9.0552,1.4658
9.0561,1.4695
9.0571,1.4732
9.0581,1.4732
9.0591,1.4770
9.0600,1.4732
9.0610,1.4732
9.0619,1.4658
9.0629,1.4732
9.0639,1.4732
9.0648,1.4732
9.0658,1.4770
9.0667,1.4732
9.0684,1.4770
9.0704,1.4732
9.0721,1.4732
9.0733,1.4658
9.0746,1.4770
9.0761,1.4770
9.0774,1.4732
9.0785,1.4732
9.0796,1.4732
9.0807,1.4732
9.0819,1.4732
9.0830,1.4770
9.0841,1.4695
9.0852,1.4658
9.0863,1.4732
9.0875,1.4732
9.0887,1.4732
9.0898,1.4695
9.0909,1.4695
9.0920,1.4695
9.0931,1.4658
9.0942,1.4732
9.0955,1.4695
9.0970,1.4732
9.0984,1.4732
9.0996,1.4732
9.1008,1.4732
9.1020,1.4695
9.1033,1.4695
9.1046,1.4695
9.1057,1.4658
9.1068,1.4732
9.1079,1.4732
9.1090,1.4695
9.1101,1.4695
9.1112,1.4732
9.1123,1.4658
9.1134,1.4732
9.1144,1.4658
9.1156,1.4732
9.1168,1.4732
9.1183,1.4695
9.1195,1.4695
9.1207,1.4732
9.1219,1.4732
9.1230,1.4732
9.1241,1.4732
9.1254,1.4695
9.1270,1.4732
9.1286,1.4732
9.1297,1.4732
9.1308,1.4732
9.1320,1.4732
9.1334,1.4695
9.1346,1.4658
9.1357,1.4695
9.1369,1.4732
9.1381,1.4695
9.1391,1.4732
9.1401,1.4695
9.1412,1.4695
9.4230,1.4732
9.4244,1.4621
9.4258,1.4658
9.4270,1.4695
9.4286,1.4658
9.4301,1.4584
9.4313,1.4621
9.4325,1.4695
9.4337,1.4658
9.4349,1.4658
9.4361,1.4658
9.4372,1.4621
9.4384,1.4658
9.4396,1.4658
9.4408,1.4621
9.4419,1.4658
9.4433,1.4658
9.4446,1.4658
9.4458,1.4621
9.4469,1.4658
9.4481,1.4621
9.4491,1.4658
9.4502,1.4658
9.4511,1.4658
9.4521,1.4584
9.4531,1.4658
9.4540,1.4695
9.4550,1.4658
9.4559,1.4658
9.4568,1.4621
9.4578,1.4658
9.4588,1.4658
9.4597,1.4658
9.4607,1.4621
9.4616,1.4621
9.4627,1.4658
9.4637,1.4621
9.4648,1.4621
9.4659,1.4658
9.4670,1.4658
9.4682,1.4621
9.4694,1.4658
9.4705,1.4621
9.4716,1.4658
9.4728,1.4584
9.4739,1.4621
9.4750,1.4584
9.4761,1.4621
9.4772,1.4621
9.4783,1.4658
9.4794,1.4584
9.4805,1.4584
9.4816,1.4658
9.4827,1.4584
9.4839,1.4658
9.4850,1.4621
9.4861,1.4658
9.4871,1.4584
9.4883,1.4547
9.4893,1.4547
9.4904,1.4658
9.4914,1.4621
9.4925,1.4621
9.4936,1.4658
9.4948,1.4621
9.4958,1.4547
9.4969,1.4658
9.4980,1.4621
9.4992,1.4621
9.5003,1.4621
9.5014,1.4658
9.5026,1.4584
9.5037,1.4584
9.5048,1.4621
9.5059,1.4621
9.5070,1.4584
9.5082,1.4621
9.5092,1.4584
9.5103,1.4621
9.5114,1.4584
9.5125,1.4584
9.5136,1.4621
9.5148,1.4621
9.5158,1.4621
9.5169,1.4621
9.5181,1.4621
9.5192,1.4621
9.5203,1.4584
9.5214,1.4621
9.5225,1.4621
9.5237,1.4547
9.5248,1.4547
9.5259,1.4547
9.5271,1.4621
9.5283,1.4584
9.5298,1.4547
9.5314,1.4547
9.5328,1.4547
9.5339,1.4621
9.5351,1.4621
9.5366,1.4547
9.5381,1.4584
9.5395,1.4584
9.5406,1.4547
9.5418,1.4547
9.5429,1.4621
9.5439,1.4547
9.5450,1.4547
9.5462,1.4584
9.5472,1.4621
9.5483,1.4584
9.5494,1.4621
9.5504,1.4621
9.5516,1.4621
9.5527,1.4584
9.5538,1.4584
9.5549,1.4621
9.5560,1.4584
9.5570,1.4584
9.5582,1.4584
9.5593,1.4584
9.5604,1.4547
9.5615,1.4621
9.5625,1.4621
9.5635,1.4658
9.5646,1.4584
9.5656,1.4584
9.5667,1.4621
9.5678,1.4547
9.5689,1.4584
9.5699,1.4621
9.5710,1.4621
9.5720,1.4547
9.5731,1.4621
9.5741,1.4584
9.5751,1.4621
9.5762,1.4584
9.5772,1.4584
9.5783,1.4584
9.5794,1.4584
9.5804,1.4621
9.5815,1.4584
9.5826,1.4621
9.5836,1.4621
9.5847,1.4584
9.5857,1.4584
9.5868,1.4547
9.5879,1.4547
9.5892,1.4584
9.5907,1.4584
9.5921,1.4584
9.5949,1.4547
9.5960,1.4584
9.5973,1.4584
9.5985,1.4621
9.5998,1.4547
9.6011,1.4584
9.6023,1.4584
9.6035,1.4584
9.6047,1.4584
9.6061,1.4621
9.6073,1.4584
9.6085,1.4547
9.6096,1.4584
9.6107,1.4547
9.6118,1.4547
9.6129,1.4584
9.6140,1.4621
9.6151,1.4584
9.6163,1.4547
9.6175,1.4621
9.6187,1.4584
9.6200,1.4547
9.6212,1.4547
9.6225,1.4584
9.6237,1.4547
9.6253,1.4584
9.6267,1.4621
9.6280,1.4584
9.6292,1.4584
9.6304,1.4584
9.6317,1.4621
9.6329,1.4584
9.6341,1.4584
9.6353,1.4547
9.6366,1.4584
9.6379,1.4621
9.6392,1.4584
9.6405,1.4547
9.6417,1.4584
9.6429,1.4510
9.6442,1.4621
9.6455,1.4621
9.6468,1.4584
9.6480,1.4584
9.6493,1.4621
9.6506,1.4584
9.6519,1.4547
9.6531,1.4621
9.6544,1.4584
9.6556,1.4584
9.6568,1.4621
9.6579,1.4584
9.6591,1.4547
9.6604,1.4584
9.6615,1.4584
9.6627,1.4547
9.6639,1.4584
9.6651,1.4584
9.6663,1.4584
9.6675,1.4584
9.6688,1.4584
9.6701,1.4547
9.6714,1.4547
9.6725,1.4584
9.6738,1.4547
9.6752,1.4584
9.6764,1.4547
9.6776,1.4584
9.6789,1.4547
9.6801,1.4584
9.6813,1.4547
9.6827,1.4584
9.6842,1.4584
9.6857,1.4547
9.6870,1.4584
9.6882,1.4584
9.6894,1.4547
9.6906,1.4584
9.6917,1.4547
9.6928,1.4584
9.6940,1.4584
9.6951,1.4547
9.6963,1.4584
9.6974,1.4547
9.6989,1.4584
9.7005,1.4547
9.7021,1.4584
9.7036,1.4584
9.7051,1.4510
9.7067,1.4510
9.7084,1.4547
9.7096,1.4547
9.7108,1.4584
9.7119,1.4547
9.7131,1.4584
9.7142,1.4547
9.7154,1.4584
9.7165,1.4547
9.7176,1.4547
9.7188,1.4547
9.7200,1.4547
9.7212,1.4547
9.7223,1.4584
9.7235,1.4547
9.7246,1.4510
9.7258,1.4547
9.7269,1.4584
9.7281,1.4547
9.7293,1.4547
9.7304,1.4547
9.7315,1.4584
9.7327,1.4547
9.7339,1.4510
9.7350,1.4547
9.7362,1.4547
9.7375,1.4584
9.7387,1.4584
9.7398,1.4584
9.7410,1.4547
9.7421,1.4510
9.7433,1.4584
9.7445,1.4510
9.7456,1.4584
9.7468,1.4584
9.7479,1.4510
9.7490,1.4473
9.7502,1.4547
9.7514,1.4547
9.7525,1.4584
9.7537,1.4584
9.7548,1.4547
9.7560,1.4584
9.7572,1.4547
9.7585,1.4473
9.7596,1.4584
9.7607,1.4547
9.7619,1.4547
9.7631,1.4547
9.7642,1.4547
9.7653,1.4510
9.7664,1.4510
9.7675,1.4547
9.7686,1.4473
9.7697,1.4510
9.7708,1.4547
9.7719,1.4547
9.7731,1.4547
9.7742,1.4547
9.7752,1.4584
9.7763,1.4547
9.7776,1.4547
9.7787,1.4510
9.7797,1.4547
9.7808,1.4510
9.7819,1.4436
9.7830,1.4473
9.7841,1.4547
9.7851,1.4547
9.7862,1.4547
9.7873,1.4547
9.7884,1.4547
9.7895,1.4510
9.7905,1.4547
9.7917,1.4547
9.7929,1.4547
9.8009,1.4510
9.8021,1.4547
9.8033,1.4547
9.8045,1.4584
9.8057,1.4547
9.8070,1.4473
9.8082,1.4510
9.8094,1.4473
9.8106,1.4510
9.8119,1.4510
9.8131,1.4510
9.8143,1.4510
9.8155,1.4547
9.8168,1.4510
9.8180,1.4473
9.8192,1.4473
9.8204,1.4436
9.8216,1.4547
9.8227,1.4473
9.8239,1.4473
9.8249,1.4547
9.8261,1.4510
9.8272,1.4510
9.8284,1.4510
9.8296,1.4510
9.8308,1.4510
9.8321,1.4510
9.8333,1.4510
9.8345,1.4510
9.8356,1.4473
9.8368,1.4547
9.8381,1.4510
9.8393,1.4510
9.8405,1.4547
9.8418,1.4510
9.8430,1.4510
9.8442,1.4436
9.8454,1.4547
9.8465,1.4436
9.8478,1.4510
9.8490,1.4510
9.8503,1.4510
9.8515,1.4510
9.8527,1.4473
9.8539,1.4510
9.8551,1.4473
9.8562,1.4510
9.8574,1.4510
9.8585,1.4510
9.8597,1.4547
9.8608,1.4547
9.8620,1.4510
9.8632,1.4510
9.8643,1.4510
9.8655,1.4547
9.8666,1.4510
9.8677,1.4510
9.8688,1.4510
9.8699,1.4510
9.8710,1.4510
9.8721,1.4510
9.8732,1.4510
9.8742,1.4510
9.8754,1.4473
9.8765,1.4510
9.8777,1.4510
9.8788,1.4473
9.8800,1.4473
9.8811,1.4473
9.8822,1.4547
9.8834,1.4473
9.8846,1.4510
9.8857,1.4510
9.8867,1.4510
9.8878,1.4547
9.8888,1.4510
9.8899,1.4510
9.8909,1.4473
9.8918,1.4510
9.8928,1.4510
9.8938,1.4473
9.8948,1.4436
9.8958,1.4510
9.8968,1.4473
9.8979,1.4436
9.8989,1.4510
9.9000,1.4510
9.9011,1.4510
9.9022,1.4473
9.9033,1.4510
9.9043,1.4510
9.9054,1.4473
9.9065,1.4436
9.9075,1.4510
9.9086,1.4510
9.9097,1.4436
9.9108,1.4510
9.9119,1.4436
9.9129,1.4510
9.9140,1.4510
9.9150,1.4473
9.9161,1.4510
9.9172,1.4473
9.9183,1.4510
9.9194,1.4436
9.9205,1.4473
9.9216,1.4510
9.9227,1.4473
9.9237,1.4510
9.9248,1.4510
9.9259,1.4510
9.9270,1.4473
9.9281,1.4510
9.9293,1.4510
9.9304,1.4473
9.9315,1.4473
9.9325,1.4473
9.9336,1.4473
9.9347,1.4510
9.9358,1.4473
9.9369,1.4473
9.9380,1.4398
9.9391,1.4436
9.9402,1.4473
9.9413,1.4473
9.9424,1.4473
9.9435,1.4473
9.9446,1.4473
9.9457,1.4473
9.9467,1.4473
9.9478,1.4436
9.9489,1.4473
9.9500,1.4436
9.9510,1.4510
9.9521,1.4473
9.9532,1.4473
9.9543,1.4510
9.9554,1.4436
9.9568,1.4473
9.9582,1.4473
9.9593,1.4473
9.9604,1.4510
9.9615,1.4510
9.9626,1.4510
9.9637,1.4436
9.9649,1.4510
9.9660,1.4510
9.9671,1.4473
9.9684,1.4510
9.9696,1.4436
9.9707,1.4510
9.9719,1.4510
9.9732,1.4510
9.9745,1.4510
9.9757,1.4398
9.9768,1.4473
9.9781,1.4473
9.9792,1.4473
9.9804,1.4473
9.9815,1.4473
9.9827,1.4473
9.9840,1.4398
9.9854,1.4436
9.9867,1.4473
9.9879,1.4473
9.9892,1.4436
9.9905,1.4473
9.9919,1.4473
9.9933,1.4398
9.9946,1.4473
9.9958,1.4473
9.9972,1.4473
9.9985,1.4473
10.0000,1.4436
10.0013,1.4473
10.0026,1.4473
10.0038,1.4473
10.0050,1.4473
10.0063,1.4436
10.0075,1.4473
10.0088,1.4473
10.0100,1.4473
10.0113,1.4398
10.0127,1.4473
10.0141,1.4473
10.0154,1.4473
10.0168,1.4436
10.0180,1.4473
10.0193,1.4473
10.0205,1.4473
10.0217,1.4473
10.0229,1.4473
10.0242,1.4473
10.0257,1.4473
10.0274,1.4436
10.0285,1.4473
10.0296,1.4436
10.0310,1.4473
10.0322,1.4398
10.0334,1.4473
10.0350,1.4436
10.0367,1.4473
10.0383,1.4473
10.0398,1.4473
10.0410,1.4436
10.0422,1.4473
10.0433,1.4473
10.0444,1.4473
10.0455,1.4436
10.0466,1.4436
10.0478,1.4473
10.0489,1.4436
10.0500,1.4436
10.0511,1.4436
10.0523,1.4398
10.0534,1.4436
10.0546,1.4398
10.0558,1.4473
10.0569,1.4436
10.0581,1.4436
10.0592,1.4436
10.0603,1.4473
10.0615,1.4473
10.0626,1.4398
10.0638,1.4436
10.0649,1.4398
10.0661,1.4436
10.0673,1.4436
10.0685,1.4436
10.0697,1.4436
10.0709,1.4436
10.0720,1.4436
10.0733,1.4436
10.0744,1.4436
10.0756,1.4436
10.0768,1.4436
10.0781,1.4436
10.0792,1.4436
10.0805,1.4398
10.0817,1.4473
10.0829,1.4473
10.0844,1.4473
10.0862,1.4436
10.0877,1.4436
10.0889,1.4398
10.0900,1.4436
10.0912,1.4398
10.0923,1.4398
10.0934,1.4473
10.0946,1.4436
10.0957,1.4436
10.0969,1.4473
10.0981,1.4436
10.0992,1.4473
10.1004,1.4436
10.1015,1.4473
10.1026,1.4436
10.1038,1.4436
10.1050,1.4473
10.1061,1.4473
10.1073,1.4398
10.1084,1.4398
10.1096,1.4436
10.1107,1.4436
10.1118,1.4473
10.1130,1.4436
10.1141,1.4436
10.1153,1.4398
10.1164,1.4436
10.1176,1.4398
10.1187,1.4436
10.1199,1.4436
10.1210,1.4436
10.1222,1.4398
10.1233,1.4398
10.1245,1.4398
10.1257,1.4436
10.1269,1.4436
10.1282,1.4473
10.1294,1.4436
10.1306,1.4398
10.1318,1.4436
10.1330,1.4398
10.1341,1.4398
10.1353,1.4398
10.1365,1.4436
10.1377,1.4473
10.1389,1.4398
10.1402,1.4436
10.1414,1.4398
10.1425,1.4473
10.1438,1.4361
10.1450,1.4436
10.1463,1.4436
10.1475,1.4398
10.1488,1.4398
10.1500,1.4436
10.1511,1.4398
10.1523,1.4436
10.1534,1.4398
10.1546,1.4436
10.1557,1.4436
10.1568,1.4361
10.1580,1.4398
10.1591,1.4436
10.1603,1.4436
10.1615,1.4436
10.1626,1.4436
10.1638,1.4398
10.1650,1.4436
10.1663,1.4398
10.1675,1.4436
10.1687,1.4398
10.1700,1.4398
10.1712,1.4436
10.1724,1.4398
10.1736,1.4398
10.1749,1.4361
10.1761,1.4398
10.1773,1.4436
10.1785,1.4436
10.1797,1.4436
10.1809,1.4398
10.1821,1.4436
10.1833,1.4398
10.1844,1.4398
10.1856,1.4436
10.1868,1.4436
10.1879,1.4361
10.1890,1.4398
10.1902,1.4398
10.1913,1.4398
10.1925,1.4436
10.1937,1.4398
10.1948,1.4361
10.1960,1.4398
10.1972,1.4398
10.1984,1.4398
10.1997,1.4398
10.2009,1.4398
10.2021,1.4361
10.2033,1.4398
10.2045,1.4436
10.2057,1.4361
10.2069,1.4361
10.2081,1.4436
10.2093,1.4436
10.2104,1.4436
10.2115,1.4398
10.2127,1.4398
10.2139,1.4398
10.2150,1.4361
10.2162,1.4398
10.2173,1.4398
10.2185,1.4398
10.2197,1.4398
10.2209,1.4436
10.2221,1.4398
10.2233,1.4398
10.2245,1.4398
10.2257,1.4361
10.2270,1.4398
10.2282,1.4361
10.2295,1.4398
10.2307,1.4398
10.2319,1.4398
10.2331,1.4436
10.2344,1.4361
10.2356,1.4398
10.2368,1.4361
10.2380,1.4398
10.2392,1.4398
10.2403,1.4361
10.2414,1.4361
10.2426,1.4361
10.2438,1.4398
10.2449,1.4398
10.2461,1.4324
10.2472,1.4398
10.2484,1.4398
10.2496,1.4324
10.2507,1.4361
10.2518,1.4398
10.2530,1.4398
10.2541,1.4361
10.2553,1.4398
10.2564,1.4398
10.2576,1.4361
10.2588,1.4398
10.2601,1.4398
10.2613,1.4324
10.2625,1.4398
10.2637,1.4398
10.2648,1.4361
10.2661,1.4398
10.2673,1.4398
10.2685,1.4398
10.2697,1.4361
10.2708,1.4361
10.2720,1.4361
10.2732,1.4398
10.2743,1.4436
10.2755,1.4398
10.2767,1.4324
10.2779,1.4361
10.2791,1.4398
10.2803,1.4361
10.2816,1.4398
10.2828,1.4398
10.2840,1.4361
10.2852,1.4398
10.2864,1.4398
10.2875,1.4361
10.2887,1.4398
10.2898,1.4398
10.2910,1.4398
10.2921,1.4361
10.2933,1.4324
10.2944,1.4398
10.2956,1.4398
10.2967,1.4398
10.2979,1.4361
10.2991,1.4398
10.3003,1.4361
10.3015,1.4361
10.3027,1.4361
10.3039,1.4361
10.3051,1.4398
10.3064,1.4361
10.3075,1.4361
10.3087,1.4398
10.3099,1.4398
10.3110,1.4361
10.3122,1.4361
10.3134,1.4361
10.3146,1.4361
10.3158,1.4361
10.3170,1.4361
10.3182,1.4324
10.3194,1.4324
10.3206,1.4361
10.3218,1.4324
10.3230,1.4361
10.3242,1.4398
10.3255,1.4361
10.3267,1.4361
10.3280,1.4361
10.3292,1.4361
10.3305,1.4398
10.3317,1.4324
10.3329,1.4361
10.3341,1.4324
10.3354,1.4324
10.3365,1.4324
10.3377,1.4398
10.3389,1.4398
10.3400,1.4398
10.3412,1.4398
10.3423,1.4324
10.3435,1.4361
10.3446,1.4361
10.3458,1.4361
10.3469,1.4361
10.3481,1.4361
10.3493,1.4287
10.3504,1.4324
10.3516,1.4361
10.3527,1.4361
10.3539,1.4361
10.3551,1.4361
10.3563,1.4361
10.3574,1.4361
10.3586,1.4361
10.3597,1.4287
10.3609,1.4361
10.3622,1.4324
10.3635,1.4361
10.3648,1.4361
10.3661,1.4361
10.3674,1.4361
10.3686,1.4361
10.3698,1.4361
10.3710,1.4361
10.3722,1.4324
10.3734,1.4361
10.3747,1.4398
10.3759,1.4361
10.3770,1.4361
10.3782,1.4361
10.3794,1.4361
10.3805,1.4361
10.3817,1.4361
10.3828,1.4324
10.3841,1.4361
10.3853,1.4361
10.3865,1.4361
10.3878,1.4324
10.3890,1.4361
10.3902,1.4287
10.3913,1.4324
10.3926,1.4324
10.3937,1.4361
10.3949,1.4287
10.3960,1.4361
10.3972,1.4398
10.3984,1.4361
10.3996,1.4324
10.4007,1.4361
10.4019,1.4361
10.4031,1.4361
10.4043,1.4324
10.4055,1.4361
10.4067,1.4361
10.4078,1.4361
10.4090,1.4361
10.4101,1.4287
10.4114,1.4324
10.4125,1.4361
10.4137,1.4287
10.4149,1.4361
10.4161,1.4324
10.4172,1.4324
10.4185,1.4361
10.4197,1.4361
10.4208,1.4287
10.4220,1.4324
10.4232,1.4324
10.4244,1.4324
10.4255,1.4361
10.4267,1.4361
10.4278,1.4287
10.4290,1.4361
10.4302,1.4324
10.4314,1.4287
10.4326,1.4324
10.4337,1.4361
10.4349,1.4324
10.4360,1.4324
10.4372,1.4361
10.4385,1.4361
10.4397,1.4324
10.4408,1.4287
10.4420,1.4324
10.4432,1.4324
10.4443,1.4324
10.4455,1.4324
10.4467,1.4324
10.4478,1.4361
10.4490,1.4324
10.4502,1.4250
10.4514,1.4287
10.4525,1.4324
10.4537,1.4324
10.4549,1.4361
10.4561,1.4361
10.4574,1.4324
10.4586,1.4324
10.4598,1.4361
10.4610,1.4287
10.4622,1.4250
10.4634,1.4361
10.4646,1.4361
10.4658,1.4324
10.4674,1.4324
10.4687,1.4324
10.4699,1.4324
10.4710,1.4324
10.4722,1.4287
10.4733,1.4361
10.4745,1.4287
10.4757,1.4287
10.4769,1.4324
10.4780,1.4287
10.4791,1.4324
10.4801,1.4324
10.4812,1.4361
10.4824,1.4324
10.4834,1.4324
10.4845,1.4250
10.4856,1.4361
10.4867,1.4324
10.4878,1.4324
10.4889,1.4324
10.4900,1.4287
10.4912,1.4287
10.4923,1.4250
10.4933,1.4250
10.4945,1.4250
10.4956,1.4287
10.4968,1.4324
10.4979,1.4324
10.4991,1.4324
10.5002,1.4250
10.5013,1.4324
10.5025,1.4324
10.5037,1.4324
10.5049,1.4324
10.5060,1.4361
10.5071,1.4324
10.5082,1.4287
10.5094,1.4324
10.5105,1.4361
10.5117,1.4361
10.5128,1.4361
10.5139,1.4324
10.5151,1.4324
10.5163,1.4287
10.5175,1.4324
10.5186,1.4324
10.5197,1.4361
10.5209,1.4361
10.5220,1.4287
10.5231,1.4324
10.5243,1.4324
10.5254,1.4361
10.5266,1.4361
10.5277,1.4361
10.5288,1.4324
10.5300,1.4324
10.5311,1.4287
10.5322,1.4436
10.5334,1.4324
10.5345,1.4287
10.5356,1.4324
10.5368,1.4361
10.5380,1.4398
10.5391,1.4287
10.5403,1.4361
10.5414,1.4324
10.5425,1.4361
10.5436,1.4398
10.5448,1.4361
10.5460,1.4324
10.5471,1.4398
10.5483,1.4361
10.5494,1.4361
10.5506,1.4361
10.5517,1.4324
10.5529,1.4361
10.5540,1.4398
10.5552,1.4287
10.5564,1.4361
10.5575,1.4361
10.5586,1.4361
10.5598,1.4361
10.5609,1.4361
10.5621,1.4361
10.5634,1.4361
10.5647,1.4324
10.5658,1.4324
10.5669,1.4398
10.5680,1.4361
10.5692,1.4361
10.5704,1.4398
10.5716,1.4398
10.5727,1.4398
10.5739,1.4361
10.5750,1.4361
10.5762,1.4361
10.5774,1.4361
10.5786,1.4324
10.5797,1.4361
10.5808,1.4361
10.5820,1.4361
10.5831,1.4361
10.5843,1.4287
10.5854,1.4361
10.5866,1.4398
10.5877,1.4361
10.5888,1.4361
10.5900,1.4361
10.5912,1.4361
10.5923,1.4361
10.5934,1.4324
10.5945,1.4324
10.5956,1.4361
10.5967,1.4361
10.5979,1.4324
10.5990,1.4287
10.6001,1.4287
10.6012,1.4287
10.6024,1.4287
10.6035,1.4324
10.6047,1.4361
10.6058,1.4361
10.6070,1.4324
10.6081,1.4361
10.6093,1.4287
10.6109,1.4287
10.6124,1.4287
10.6142,1.4361
10.6158,1.4361
10.6170,1.4324
10.6183,1.4324
10.6196,1.4324
10.6208,1.4287
10.6221,1.4324
10.6233,1.4361
10.6245,1.4250
10.6258,1.4324
10.6271,1.4287
10.6283,1.4250
10.6296,1.4250
10.6308,1.4324
10.6320,1.4324
10.6332,1.4324
10.6344,1.4324
10.6357,1.4287
10.6369,1.4250
10.6383,1.4287
10.6395,1.4250
10.6410,1.4287
10.6424,1.4250
10.6438,1.4324
10.6451,1.4324
10.6465,1.4250
10.6478,1.4324
10.6491,1.4324
10.6505,1.4250
10.6519,1.4287
10.6533,1.4287
10.6547,1.4287
10.6560,1.4324
10.6572,1.4324
10.6585,1.4324
10.6597,1.4287
10.6608,1.4324
10.6620,1.4287
10.6632,1.4287
10.6645,1.4250
10.6658,1.4287
10.6672,1.4287
10.6688,1.4287
10.6700,1.4287
10.6713,1.4250
10.6725,1.4287
10.6738,1.4287
10.6750,1.4287
10.6762,1.4250
10.6778,1.4287
10.6795,1.4287
10.6810,1.4287
10.6822,1.4213
10.6834,1.4324
10.6849,1.4287
10.6865,1.4287
10.6880,1.4287
10.6894,1.4287
10.6907,1.4287
10.6919,1.4287
10.6930,1.4250
10.6941,1.4287
10.6952,1.4287
10.6963,1.4287
10.6975,1.4213
10.6987,1.4287
10.6999,1.4287
10.7011,1.4287
10.7024,1.4287
10.7036,1.4324
10.7047,1.4250
10.7059,1.4250
10.7072,1.4287
10.7085,1.4250
10.7096,1.4287
10.7107,1.4250
10.7118,1.4287
10.7129,1.4287
10.7140,1.4250
10.7152,1.4287
10.7165,1.4287
10.7197,1.4250
10.7210,1.4287
10.7228,1.4287
10.7241,1.4287
10.7253,1.4250
10.7265,1.4250
10.7278,1.4287
10.7291,1.4176
10.7303,1.4250
10.7316,1.4250
10.7328,1.4287
10.7340,1.4250
10.7352,1.4287
10.7363,1.4250
10.7375,1.4250
10.7387,1.4287
10.7398,1.4287
10.7409,1.4287
10.7421,1.4250
10.7433,1.4287
10.7444,1.4287
10.7456,1.4250
10.7467,1.4287
10.7479,1.4287
10.7490,1.4287
10.7502,1.4287
10.7514,1.4250
10.7526,1.4324
10.7539,1.4287
10.7551,1.4250
10.7565,1.4250
10.7578,1.4287
10.7591,1.4324
10.7604,1.4250
10.7616,1.4287
10.7628,1.4287
10.7639,1.4250
10.7651,1.4250
10.7663,1.4287
10.7675,1.4287
10.7687,1.4287
10.7700,1.4250
10.7712,1.4287
10.7724,1.4213
10.7736,1.4250
10.7747,1.4250
10.7759,1.4250
10.7771,1.4250
10.7784,1.4250
10.7796,1.4287
10.7809,1.4250
10.7822,1.4287
10.7834,1.4250
10.7846,1.4250
10.7859,1.4250
10.7871,1.4176
10.7883,1.4287
10.7897,1.4287
10.7909,1.4287
10.7921,1.4287
10.7933,1.4250
10.7945,1.4287
10.7958,1.4287
10.7972,1.4213
10.7987,1.4287
10.8000,1.4250
10.8011,1.4250
10.8023,1.4287
10.8035,1.4287
10.8045,1.4250
10.8057,1.4250
10.8069,1.4250
10.8081,1.4287
10.8092,1.4250
10.8104,1.4250
10.8116,1.4250
10.8127,1.4250
10.8139,1.4250
10.8150,1.4250
