Время[с],Напряжение[В]
0.6168,0.4861
0.6174,0.4824
0.6180,0.4861
0.6187,0.4824
0.6194,0.4861
0.6200,0.4824
0.6206,0.4824
0.6213,0.4861
0.6219,0.4824
0.6225,0.4824
0.6232,0.4824
0.6238,0.4787
0.6244,0.4861
0.6250,0.4824
0.6256,0.4824
0.6263,0.4824
0.6269,0.4824
0.6277,0.4861
0.6285,0.4824
0.6292,0.4824
0.6299,0.4824
0.6306,0.4824
0.6313,0.4861
0.6319,0.4824
0.6326,0.4861
0.6333,0.4861
0.6340,0.4824
0.6346,0.4861
0.6353,0.4824
0.6360,0.4824
0.6368,0.4824
0.6375,0.4898
0.6381,0.4824
0.6389,0.4824
0.6395,0.4824
0.6402,0.4861
0.6409,0.4824
0.6416,0.4861
0.6424,0.4824
0.6431,0.4824
0.6437,0.4861
0.6443,0.4824
0.6450,0.4824
0.6457,0.4824
0.6464,0.4861
0.6470,0.4861
0.6478,0.4824
0.6485,0.4824
0.6492,0.4824
0.6499,0.4824
0.6506,0.4824
0.6513,0.4861
0.6520,0.4824
0.6527,0.4861
0.6534,0.4824
0.6541,0.4824
0.6548,0.4787
0.6554,0.4824
0.6562,0.4861
0.6569,0.4861
0.6576,0.4824
0.6583,0.4861
0.6590,0.4861
0.6597,0.4824
0.6605,0.4824
0.6612,0.4824
0.6619,0.4824
0.6626,0.4824
0.6633,0.4824
0.6640,0.4787
0.6647,0.4824
0.6655,0.4787
0.6662,0.4861
0.6669,0.4824
0.6677,0.4861
0.6684,0.4824
0.6691,0.4861
0.6699,0.4824
0.6706,0.4824
0.6714,0.4861
0.6721,0.4861
0.6728,0.4787
0.6736,0.4824
0.6743,0.4861
0.6751,0.4787
0.6758,0.4824
0.6765,0.4824
0.6772,0.4824
0.6780,0.4787
0.6787,0.4824
0.6794,0.4824
0.6801,0.4824
0.6807,0.4824
0.6814,0.4824
0.6820,0.4824
0.6827,0.4824
0.6833,0.4787
0.6839,0.4824
0.6847,0.4861
0.6853,0.4824
0.6860,0.4861
0.6867,0.4861
0.6873,0.4824
0.6879,0.4861
0.6884,0.4824
0.6890,0.4824
0.6896,0.4824
0.6902,0.4824
0.6908,0.4824
0.6915,0.4824
0.6922,0.4787
0.6928,0.4861
0.6935,0.4861
0.6942,0.4824
0.6949,0.4824
0.6956,0.4824
0.6965,0.4824
0.6972,0.4861
0.6980,0.4824
0.6987,0.4824
0.6995,0.4861
0.7002,0.4824
0.7009,0.4861
0.7017,0.4824
0.7024,0.4824
0.7031,0.4824
0.7039,0.4861
0.7046,0.4824
0.7053,0.4787
0.7060,0.4787
0.7066,0.4824
0.7073,0.4824
0.7080,0.4787
0.7087,0.4824
0.7094,0.4898
0.7100,0.4824
0.7107,0.4824
0.7114,0.4861
0.7121,0.4824
0.7128,0.4824
0.7135,0.4824
0.7142,0.4787
0.7149,0.4824
0.7155,0.4787
0.7162,0.4824
0.7169,0.4861
0.7176,0.4861
0.7183,0.4861
0.7190,0.4824
0.7197,0.4824
0.7204,0.4824
0.7211,0.4861
0.7217,0.4861
0.7224,0.4824
0.7231,0.4824
0.7237,0.4824
0.7244,0.4861
0.7250,0.4824
0.7257,0.4787
0.7264,0.4824
0.7270,0.4824
0.7276,0.4824
0.7283,0.4861
0.7290,0.4824
0.7296,0.4824
0.7303,0.4824
0.7310,0.4824
0.7316,0.4861
0.7325,0.4824
0.7332,0.4824
0.7339,0.4824
0.7348,0.4824
0.7358,0.4787
0.7367,0.4824
0.7380,0.4824
0.7389,0.4824
0.7397,0.4861
0.7405,0.4861
0.7414,0.4824
0.7422,0.4824
0.7429,0.4824
0.7436,0.4824
0.7444,0.4824
0.7451,0.4787
0.7458,0.4824
0.7465,0.4787
0.7472,0.4861
0.7480,0.4824
0.7487,0.4824
0.7495,0.4824
0.7502,0.4824
0.7509,0.4824
0.7516,0.4824
0.7524,0.4824
0.7532,0.4824
0.7539,0.4824
0.7546,0.4824
0.7553,0.4824
0.7560,0.4824
0.7567,0.4824
0.7574,0.4861
0.7581,0.4861
0.7588,0.4824
0.7595,0.4861
0.7602,0.4824
0.7609,0.4824
0.7617,0.4824
0.7625,0.4824
0.7632,0.4824
0.7641,0.4824
0.7649,0.4861
0.7657,0.4824
0.7665,0.4861
0.7672,0.4861
0.7680,0.4824
0.7688,0.4861
0.7696,0.4824
0.7704,0.4824
0.7712,0.4824
0.7721,0.4824
0.7729,0.4861
0.7737,0.4898
0.7747,0.4861
0.7756,0.4824
0.7765,0.4824
0.7773,0.4824
0.7781,0.4861
0.7789,0.4824
0.7797,0.4824
0.7805,0.4824
0.7813,0.4824
0.7821,0.4824
0.7830,0.4824
0.7838,0.4861
0.7846,0.4861
0.7854,0.4824
0.7862,0.4787
0.7870,0.4787
0.7879,0.4824
0.7887,0.4861
0.7896,0.4861
0.7905,0.4824
0.7914,0.4861
0.7922,0.4824
0.7929,0.4824
0.7937,0.4824
0.7945,0.4824
0.7953,0.4824
0.7960,0.4824
0.7968,0.4824
0.7976,0.4824
0.7984,0.4861
0.7991,0.4824
0.7998,0.4861
0.8005,0.4824
0.8013,0.4824
0.8020,0.4861
0.8027,0.4824
0.8034,0.4824
0.8041,0.4824
0.8048,0.4787
0.8055,0.4824
0.8063,0.4861
0.8070,0.4824
0.8077,0.4824
0.8085,0.4824
0.8092,0.4824
0.8100,0.4824
0.8107,0.4824
0.8115,0.4861
0.8123,0.4861
0.8131,0.4824
0.8139,0.4824
0.8147,0.4824
0.8156,0.4861
0.8164,0.4824
0.8172,0.4824
0.8180,0.4861
0.8188,0.4824
0.8197,0.4824
0.8205,0.4824
0.8214,0.4824
0.8222,0.4824
0.8230,0.4824
0.8238,0.4824
0.8245,0.4861
0.8253,0.4824
0.8264,0.4824
0.8279,0.4824
0.8288,0.4824
0.8296,0.4824
0.8303,0.4824
0.8310,0.4824
0.8318,0.4787
0.8325,0.4787
0.8332,0.4824
0.8340,0.4824
0.8347,0.4824
0.8354,0.4824
0.8362,0.4824
0.8370,0.4824
0.8378,0.4861
0.8385,0.4861
0.8394,0.4824
0.8401,0.4824
0.8409,0.4824
0.8416,0.4861
0.8424,0.4824
0.8433,0.4861
0.8444,0.4824
0.8455,0.4861
0.8465,0.4824
0.8475,0.4861
0.8483,0.4824
0.8491,0.4824
0.8499,0.4861
0.8564,0.4861
0.8573,0.4824
0.8581,0.4861
0.8589,0.4824
0.8598,0.4824
0.8606,0.4824
0.8615,0.4824
0.8623,0.4861
0.8633,0.4824
0.8641,0.4824
0.8649,0.4861
0.8657,0.4824
0.8665,0.4824
0.8672,0.4824
0.8680,0.4861
0.8688,0.4824
0.8695,0.4861
0.8703,0.4824
0.8711,0.4824
0.8719,0.4824
0.8726,0.4861
0.8733,0.4824
0.8741,0.4787
0.8751,0.4861
0.8759,0.4824
0.8767,0.4824
0.8774,0.4824
0.8782,0.4824
0.8788,0.4824
0.8795,0.4824
0.8801,0.4824
0.8807,0.4787
0.8813,0.4824
0.8819,0.4824
0.8825,0.4824
0.8832,0.4861
0.8838,0.4824
0.8844,0.4824
0.8850,0.4824
0.8856,0.4861
0.8863,0.4824
0.8869,0.4824
0.8875,0.4824
0.8881,0.4824
0.8888,0.4824
0.8894,0.4824
0.8901,0.4861
0.8908,0.4861
0.8915,0.4824
0.8922,0.4824
0.8928,0.4824
0.8935,0.4824
0.8942,0.4861
0.8949,0.4824
0.8956,0.4824
0.8963,0.4861
0.8970,0.4824
0.8977,0.4861
0.8984,0.4861
0.8991,0.4861
0.8998,0.4787
0.9005,0.4824
0.9013,0.4787
0.9020,0.4824
0.9027,0.4824
0.9035,0.4787
0.9042,0.4824
0.9049,0.4861
0.9056,0.4824
0.9064,0.4824
0.9072,0.4787
0.9080,0.4861
0.9087,0.4824
0.9094,0.4787
0.9102,0.4824
0.9109,0.4824
0.9116,0.4861
0.9123,0.4824
0.9130,0.4787
0.9138,0.4824
0.9145,0.4824
0.9152,0.4861
0.9159,0.4824
0.9167,0.4787
0.9174,0.4787
0.9181,0.4861
0.9189,0.4787
0.9196,0.4824
0.9203,0.4787
0.9210,0.4824
0.9217,0.4824
0.9224,0.4824
0.9231,0.4824
0.9238,0.4824
0.9245,0.4824
0.9252,0.4861
0.9259,0.4824
0.9266,0.4787
0.9273,0.4824
0.9280,0.4861
0.9287,0.4824
0.9294,0.4787
0.9301,0.4824
0.9308,0.4861
0.9315,0.4861
0.9322,0.4861
0.9329,0.4861
0.9336,0.4861
0.9344,0.4824
0.9351,0.4824
0.9359,0.4861
0.9366,0.4861
0.9374,0.4824
0.9381,0.4824
0.9388,0.4824
0.9396,0.4824
0.9403,0.4824
0.9410,0.4787
0.9418,0.4824
0.9425,0.4787
0.9432,0.4824
0.9439,0.4824
0.9447,0.4824
0.9454,0.4824
0.9462,0.4824
0.9469,0.4787
0.9476,0.4824
0.9484,0.4861
0.9491,0.4861
0.9498,0.4787
0.9505,0.4824
0.9513,0.4824
0.9521,0.4824
0.9528,0.4824
0.9535,0.4824
0.9543,0.4824
0.9550,0.4824
0.9557,0.4787
0.9565,0.4861
0.9572,0.4824
0.9579,0.4861
0.9587,0.4824
0.9594,0.4861
0.9601,0.4824
0.9609,0.4898
0.9616,0.4824
0.9623,0.4824
0.9630,0.4824
0.9637,0.4824
0.9644,0.4824
0.9651,0.4861
0.9658,0.4824
0.9665,0.4861
0.9672,0.4824
0.9681,0.4824
0.9689,0.4861
0.9696,0.4824
0.9703,0.4824
0.9712,0.4824
0.9723,0.4824
0.9732,0.4824
0.9744,0.4861
0.9752,0.4824
0.9760,0.4824
0.9769,0.4787
0.9777,0.4787
0.9785,0.4861
0.9792,0.4787
0.9800,0.4824
0.9808,0.4824
0.9816,0.4824
0.9824,0.4824
0.9832,0.4861
0.9840,0.4824
0.9848,0.4824
0.9856,0.4861
0.9864,0.4824
0.9873,0.4824
0.9881,0.4824
0.9889,0.4861
0.9897,0.4824
0.9906,0.4824
0.9914,0.4861
0.9922,0.4824
0.9931,0.4824
0.9939,0.4824
0.9947,0.4824
0.9955,0.4824
0.9963,0.4824
0.9972,0.4824
0.9979,0.4787
0.9987,0.4824
0.9995,0.4861
1.0003,0.4824
1.0011,0.4824
1.0020,0.4824
1.0028,0.4824
1.0037,0.4861
1.0045,0.4824
1.0054,0.4824
1.0063,0.4824
1.0071,0.4861
1.0080,0.4824
1.0088,0.4824
1.0096,0.4861
1.0104,0.4861
1.0113,0.4861
1.0121,0.4824
1.0129,0.4824
1.0138,0.4861
1.0146,0.4824
1.0154,0.4861
1.0162,0.4824
1.0170,0.4861
1.0178,0.4824
1.0186,0.4824
1.0195,0.4824
1.0203,0.4861
1.0211,0.4861
1.0220,0.4824
1.0228,0.4861
1.0236,0.4824
1.0244,0.4861
1.0252,0.4824
1.0260,0.4861
1.0268,0.4861
1.0276,0.4787
1.0284,0.4861
1.0292,0.4824
1.0300,0.4824
1.0308,0.4824
