212060, 0
212062, 1
212167, 2
212088, 3
212098, 4
212016, 5
212059, 6
212057, 7
212043, 8
212049, 9
212042, 10
212042, 11
212062, 12
212052, 13
212101, 14
212110, 15
212110, 16
212038, 17
211992, 18
211967, 19
212011, 20
212069, 21
212079, 22
211966, 23
211970, 24
212027, 25
212005, 26
212027, 27
212095, 28
212015, 29
212046, 30
212048, 31
211991, 32
212030, 33
212013, 34
212029, 35
212032, 36
211988, 37
211967, 38
212099, 39
212077, 40
212088, 41
212108, 42
212031, 43
211999, 44
211978, 45
211947, 46
211955, 47
211967, 48
212026, 49
212056, 50
211950, 51
211962, 52
212006, 53
211927, 54
212000, 55
211945, 56
211928, 57
211918, 58
211963, 59
211955, 60
211996, 61
212029, 62
211948, 63
211941, 64
211944, 65
211900, 66
211925, 67
211987, 68
211931, 69
211928, 70
211865, 71
211949, 72
211882, 73
211901, 74
212018, 75
211986, 76
211954, 77
211906, 78
211987, 79
211880, 80
211899, 81
211930, 82
211907, 83
211897, 84
211988, 85
211890, 86
211991, 87
212006, 88
211945, 89
211883, 90
211950, 91
211752, 92
211969, 93
211940, 94
211967, 95
211849, 96
211910, 97
212106, 98
212261, 99
212294, 100
212583, 101
212641, 102
212938, 103
213108, 104
213251, 105
213720, 106
213514, 107
213643, 108
213701, 109
213881, 110
213931, 111
213983, 112
213924, 113
213849, 114
213871, 115
213834, 116
213909, 117
213792, 118
213742, 119
213647, 120
213625, 121
213448, 122
213326, 123
213180, 124
213127, 125
213040, 126
212743, 127
212529, 128
212416, 129
212071, 130
212066, 131
211867, 132
211923, 133
211933, 134
211812, 135
211853, 136
211973, 137
211838, 138
211863, 139
211974, 140
211933, 141
211970, 142
211915, 143
211886, 144
211878, 145
211781, 146
211851, 147
211932, 148
211866, 149
211841, 150
211866, 151
211878, 152
211902, 153
211909, 154
211796, 155
211879, 156
211854, 157
211854, 158
211792, 159
211878, 160
211842, 161
211864, 162
211876, 163
211972, 164
211883, 165
211936, 166
211754, 167
211723, 168
211864, 169
211826, 170
211780, 171
211841, 172
211888, 173
211818, 174
211745, 175
211830, 176
211809, 177
211852, 178
211851, 179
211862, 180
211846, 181
211727, 182
211811, 183
211681, 184
211816, 185
211890, 186
211801, 187
211752, 188
211774, 189
211881, 190
211881, 191
211837, 192
211833, 193
211758, 194
211954, 195
211829, 196
211836, 197
211822, 198
211732, 199
211814, 200
211824, 201
211734, 202
211647, 203
211821, 204
211779, 205
211714, 206
211722, 207
211674, 208
211711, 209
211773, 210
211749, 211
211640, 212
211743, 213
211785, 214
211832, 215
211784, 216
211797, 217
211728, 218
211696, 219
211712, 220
211665, 221
211685, 222
211656, 223
211677, 224
211749, 225
211701, 226
211685, 227
211651, 228
211735, 229
211702, 230
211741, 231
211768, 232
211736, 233
211691, 234
211756, 235
211618, 236
211682, 237
211681, 238
211690, 239
