213085, 0
213043, 1
212989, 2
213038, 3
213119, 4
213022, 5
213053, 6
213081, 7
213006, 8
213041, 9
212981, 10
213029, 11
213035, 12
212967, 13
212979, 14
213019, 15
212996, 16
213027, 17
213041, 18
213093, 19
213052, 20
212938, 21
212916, 22
212973, 23
213019, 24
212955, 25
212992, 26
212985, 27
213027, 28
212958, 29
212902, 30
212969, 31
213017, 32
212955, 33
212975, 34
212972, 35
213070, 36
213009, 37
212852, 38
212972, 39
212820, 40
212894, 41
212982, 42
212910, 43
212974, 44
212913, 45
212875, 46
212892, 47
212877, 48
212891, 49
212960, 50
212974, 51
212868, 52
212775, 53
212912, 54
212947, 55
213090, 56
212844, 57
212862, 58
212905, 59
212949, 60
212840, 61
212860, 62
212830, 63
212909, 64
212874, 65
212869, 66
212866, 67
212797, 68
212865, 69
212921, 70
212789, 71
212912, 72
212890, 73
212876, 74
212871, 75
212808, 76
212800, 77
212855, 78
212916, 79
212774, 80
212935, 81
212717, 82
212756, 83
212821, 84
212923, 85
212805, 86
212877, 87
212932, 88
212823, 89
212934, 90
212866, 91
212871, 92
212874, 93
212772, 94
212737, 95
212861, 96
212882, 97
212864, 98
212694, 99
212868, 100
212812, 101
212911, 102
212958, 103
212917, 104
212824, 105
212802, 106
212671, 107
213030, 108
212972, 109
213022, 110
212983, 111
213005, 112
213098, 113
213093, 114
213020, 115
213182, 116
213306, 117
213154, 118
213082, 119
213253, 120
213470, 121
213596, 122
213740, 123
213822, 124
213954, 125
214097, 126
214095, 127
214451, 128
214268, 129
214164, 130
214519, 131
214807, 132
215165, 133
214947, 134
215004, 135
215320, 136
215683, 137
215256, 138
215489, 139
215459, 140
215668, 141
216225, 142
216223, 143
216173, 144
216446, 145
216250, 146
216663, 147
216659, 148
216444, 149
216865, 150
216947, 151
216704, 152
216532, 153
216651, 154
216429, 155
216532, 156
216001, 157
216057, 158
216027, 159
215951, 160
215889, 161
215305, 162
215379, 163
215331, 164
215169, 165
214863, 166
214769, 167
214833, 168
214115, 169
214269, 170
214307, 171
214354, 172
214232, 173
213627, 174
213814, 175
213667, 176
213650, 177
213408, 178
213354, 179
213314, 180
213153, 181
213177, 182
213080, 183
213191, 184
213130, 185
213097, 186
213034, 187
212757, 188
212758, 189
212762, 190
212815, 191
212800, 192
212598, 193
212601, 194
212649, 195
212545, 196
212626, 197
212591, 198
212547, 199
212649, 200
212569, 201
212493, 202
212609, 203
212560, 204
212530, 205
212558, 206
212666, 207
212500, 208
212470, 209
212534, 210
212566, 211
212568, 212
212617, 213
212463, 214
212632, 215
212585, 216
212509, 217
212531, 218
212459, 219
212431, 220
212536, 221
212468, 222
212498, 223
212450, 224
212492, 225
212441, 226
212461, 227
212482, 228
212518, 229
212468, 230
212355, 231
212544, 232
212438, 233
212478, 234
212426, 235
212538, 236
212453, 237
212477, 238
212456, 239
212507, 240
212499, 241
212488, 242
212495, 243
212520, 244
212389, 245
212505, 246
212493, 247
212460, 248
212403, 249
212457, 250
212412, 251
212365, 252
212398, 253
212308, 254
212350, 255
212384, 256
212438, 257
212399, 258
212437, 259
212366, 260
212402, 261
212424, 262
212392, 263
212267, 264
212260, 265
212262, 266
212507, 267
212358, 268
212360, 269
212269, 270
212321, 271
212263, 272
212326, 273
212290, 274
212216, 275
212311, 276
212182, 277
212259, 278
212232, 279
212230, 280
212160, 281
212232, 282
212161, 283
211964, 284
212045, 285
212069, 286
212066, 287
212128, 288
212202, 289
212116, 290
212093, 291
212049, 292
212115, 293
212076, 294
211972, 295
212003, 296
212007, 297
211993, 298
211937, 299
211903, 300
211979, 301
211876, 302
211869, 303
211862, 304
211858, 305
211844, 306
211780, 307
211818, 308
211708, 309
211747, 310
211728, 311
211715, 312
211659, 313
211487, 314
211599, 315
211547, 316
211523, 317
211529, 318
211434, 319
